Local time,Date,Open,High,Low,Close,Volume
02.12.2014 01:30:00.000 GMT+0330,02.12.2014,72.796,72.99,70.386,70.936,40.3392
03.12.2014 01:30:00.000 GMT+0330,03.12.2014,70.926,71.43,69.488,69.849,31.1505
04.12.2014 01:30:00.000 GMT+0330,04.12.2014,69.838,70.549,68.808,69.458,16.8138
05.12.2014 01:30:00.000 GMT+0330,05.12.2014,69.445,69.799,68.106,68.655,5.4293
06.12.2014 01:30:00.000 GMT+0330,06.12.2014,68.655,68.655,68.655,68.655,0
07.12.2014 01:30:00.000 GMT+0330,07.12.2014,68.655,68.655,68.655,68.655,0
08.12.2014 01:30:00.000 GMT+0330,08.12.2014,68.431,68.49,65.927,66.087,6.6635
09.12.2014 01:30:00.000 GMT+0330,09.12.2014,66.098,66.999,65.278,66.409,21.3298
10.12.2014 01:30:00.000 GMT+0330,10.12.2014,66.396,66.406,63.556,64.408,17.2378
11.12.2014 01:30:00.000 GMT+0330,11.12.2014,64.406,65.1,63.076,63.257,28.5528
12.12.2014 01:30:00.000 GMT+0330,12.12.2014,63.237,63.64,61.358,61.415,16.7707
13.12.2014 01:30:00.000 GMT+0330,13.12.2014,61.415,61.415,61.415,61.415,0
14.12.2014 01:30:00.000 GMT+0330,14.12.2014,61.415,61.415,61.415,61.415,0
15.12.2014 01:30:00.000 GMT+0330,15.12.2014,60.587,63.2,60.332,61.099,33.1965
16.12.2014 01:30:00.000 GMT+0330,16.12.2014,60.83,61.148,58.486,59.806,25.3994
17.12.2014 01:30:00.000 GMT+0330,17.12.2014,59.806,63.379,58.7,60.64,22.136
18.12.2014 01:30:00.000 GMT+0330,18.12.2014,60.628,63.648,59.176,59.889,30.7021
19.12.2014 01:30:00.000 GMT+0330,19.12.2014,59.888,62.63,59.025,62.167,23.3591
20.12.2014 01:30:00.000 GMT+0330,20.12.2014,62.167,62.167,62.167,62.167,0
21.12.2014 01:30:00.000 GMT+0330,21.12.2014,62.167,62.167,62.167,62.167,0
22.12.2014 01:30:00.000 GMT+0330,22.12.2014,61.875,62.909,59.847,60.069,38.3737
23.12.2014 01:30:00.000 GMT+0330,23.12.2014,60.076,62.11,59.826,61.205,18.0257
24.12.2014 01:30:00.000 GMT+0330,24.12.2014,61.202,61.659,59.359,60.279,12.5616
25.12.2014 01:30:00.000 GMT+0330,25.12.2014,60.279,60.279,60.279,60.279,0
26.12.2014 01:30:00.000 GMT+0330,26.12.2014,60.296,60.93,59.244,59.627,12.0467
27.12.2014 01:30:00.000 GMT+0330,27.12.2014,59.627,59.627,59.627,59.627,0
28.12.2014 01:30:00.000 GMT+0330,28.12.2014,59.627,59.627,59.627,59.627,0
29.12.2014 01:30:00.000 GMT+0330,29.12.2014,59.629,60.371,57.343,57.998,18.104
30.12.2014 01:30:00.000 GMT+0330,30.12.2014,57.988,58.36,56.716,57.497,8.2986
31.12.2014 01:30:00.000 GMT+0330,31.12.2014,57.498,57.57,55.8,56.83,6.9222
01.01.2015 01:30:00.000 GMT+0330,01.01.2015,56.83,56.83,56.83,56.83,0
02.01.2015 01:30:00.000 GMT+0330,02.01.2015,58.09,58.5,55.46,56.38,21.0387
03.01.2015 01:30:00.000 GMT+0330,03.01.2015,56.38,56.38,56.38,56.38,0
04.01.2015 01:30:00.000 GMT+0330,04.01.2015,56.38,56.38,56.38,56.38,0
05.01.2015 01:30:00.000 GMT+0330,05.01.2015,56.373,56.373,52.685,53.015,12.1749
06.01.2015 01:30:00.000 GMT+0330,06.01.2015,53.027,53.548,50.506,51.046,14.8443
07.01.2015 01:30:00.000 GMT+0330,07.01.2015,51.057,51.82,49.656,51.067,10.6116
08.01.2015 01:30:00.000 GMT+0330,08.01.2015,51.048,51.87,49.811,51.045,9.3237
09.01.2015 01:30:00.000 GMT+0330,09.01.2015,51.058,51.368,48.888,50.024,13.5362
10.01.2015 01:30:00.000 GMT+0330,10.01.2015,50.024,50.024,50.024,50.024,0
11.01.2015 01:30:00.000 GMT+0330,11.01.2015,50.024,50.024,50.024,50.024,0
12.01.2015 01:30:00.000 GMT+0330,12.01.2015,49.906,49.919,47.148,47.148,26.7362
13.01.2015 01:30:00.000 GMT+0330,13.01.2015,47.155,47.269,45.169,46.828,29.994
14.01.2015 01:30:00.000 GMT+0330,14.01.2015,46.836,48.939,45.575,48.79,8.9009
15.01.2015 01:30:00.000 GMT+0330,15.01.2015,49.529,52.389,48.057,48.256,43.9893
16.01.2015 01:30:00.000 GMT+0330,16.01.2015,48.246,50.329,48.02,49.936,15.0267
17.01.2015 01:30:00.000 GMT+0330,17.01.2015,49.936,49.936,49.936,49.936,0
18.01.2015 01:30:00.000 GMT+0330,18.01.2015,49.936,49.936,49.936,49.936,0
19.01.2015 01:30:00.000 GMT+0330,19.01.2015,50.073,50.29,48.677,48.909,4.1334
20.01.2015 01:30:00.000 GMT+0330,20.01.2015,48.896,49.428,47.78,48.096,30.1002
21.01.2015 01:30:00.000 GMT+0330,21.01.2015,48.09,49.567,48.09,48.707,18.6257
22.01.2015 01:30:00.000 GMT+0330,22.01.2015,48.679,50.42,48.017,48.796,15.8036
23.01.2015 01:30:00.000 GMT+0330,23.01.2015,48.789,49.766,48.545,48.568,2.1724
24.01.2015 01:30:00.000 GMT+0330,24.01.2015,48.568,48.568,48.568,48.568,0
25.01.2015 01:30:00.000 GMT+0330,25.01.2015,48.568,48.568,48.568,48.568,0
26.01.2015 01:30:00.000 GMT+0330,26.01.2015,48.448,49.22,47.546,48.044,20.2953
27.01.2015 01:30:00.000 GMT+0330,27.01.2015,48.038,49.957,47.656,49.22,34.6161
28.01.2015 01:30:00.000 GMT+0330,28.01.2015,49.223,49.686,48.298,48.506,31.9162
29.01.2015 01:30:00.000 GMT+0330,29.01.2015,48.507,49.219,48.343,49.009,28.9218
30.01.2015 01:30:00.000 GMT+0330,30.01.2015,49.003,53.045,48.733,52.354,38.6859
31.01.2015 01:30:00.000 GMT+0330,31.01.2015,52.354,52.354,52.354,52.354,0
01.02.2015 01:30:00.000 GMT+0330,01.02.2015,52.354,52.354,52.354,52.354,0
02.02.2015 01:30:00.000 GMT+0330,02.02.2015,52.353,55.447,51.383,55.098,10.9668
03.02.2015 01:30:00.000 GMT+0330,03.02.2015,55.117,58.948,54.769,56.978,0.7772
04.02.2015 01:30:00.000 GMT+0330,04.02.2015,57.009,58.029,53.477,54.49,0.7331
05.02.2015 01:30:00.000 GMT+0330,05.02.2015,54.5,57.837,53.041,56.515,0.7926
06.02.2015 01:30:00.000 GMT+0330,06.02.2015,56.517,59.01,56.517,58.087,0.9437
07.02.2015 01:30:00.000 GMT+0330,07.02.2015,58.087,58.087,58.087,58.087,0
08.02.2015 01:30:00.000 GMT+0330,08.02.2015,58.087,58.087,58.087,58.087,0
09.02.2015 01:30:00.000 GMT+0330,09.02.2015,58.845,59.579,57.337,57.995,0.637
10.02.2015 01:30:00.000 GMT+0330,10.02.2015,57.996,58.507,56.085,57,0.6858
11.02.2015 01:30:00.000 GMT+0330,11.02.2015,56.997,57.106,53.895,54.585,0.6875
12.02.2015 01:30:00.000 GMT+0330,12.02.2015,56.359,59.889,56.04,59.195,0.3477
13.02.2015 01:30:00.000 GMT+0330,13.02.2015,59.197,61.716,59.057,61.455,0.2063
14.02.2015 01:30:00.000 GMT+0330,14.02.2015,61.455,61.455,61.455,61.455,0
15.02.2015 01:30:00.000 GMT+0330,15.02.2015,61.455,61.455,61.455,61.455,0
16.02.2015 01:30:00.000 GMT+0330,16.02.2015,61.639,62.498,60.696,61.581,0.0889
17.02.2015 01:30:00.000 GMT+0330,17.02.2015,61.556,62.969,60.248,62.209,0.3518
18.02.2015 01:30:00.000 GMT+0330,18.02.2015,62.216,62.439,60.076,60.126,0.288
19.02.2015 01:30:00.000 GMT+0330,19.02.2015,59.377,60.959,57.786,60.096,0.8147
20.02.2015 01:30:00.000 GMT+0330,20.02.2015,60.106,61.118,59.805,60.019,0.6715
21.02.2015 01:30:00.000 GMT+0330,21.02.2015,60.019,60.019,60.019,60.019,0
22.02.2015 01:30:00.000 GMT+0330,22.02.2015,60.019,60.019,60.019,60.019,0
23.02.2015 01:30:00.000 GMT+0330,23.02.2015,60.006,60.64,58.349,58.977,1.0363
24.02.2015 01:30:00.000 GMT+0330,24.02.2015,58.969,60.248,58.077,58.549,0.6972
25.02.2015 01:30:00.000 GMT+0330,25.02.2015,58.54,62.127,58.387,61.897,0.8545
26.02.2015 01:30:00.000 GMT+0330,26.02.2015,61.905,62.589,59.638,60.637,0.7283
27.02.2015 01:30:00.000 GMT+0330,27.02.2015,60.629,62.798,60.478,62.178,0.5355
28.02.2015 01:30:00.000 GMT+0330,28.02.2015,62.178,62.178,62.178,62.178,0
01.03.2015 01:30:00.000 GMT+0330,01.03.2015,62.178,62.178,62.178,62.178,0
02.03.2015 01:30:00.000 GMT+0330,02.03.2015,62.014,62.348,59.317,59.857,0.6611
03.03.2015 01:30:00.000 GMT+0330,03.03.2015,59.868,61.78,59.815,60.844,0.8158
04.03.2015 01:30:00.000 GMT+0330,04.03.2015,60.824,60.975,59.457,60.409,1.1651
05.03.2015 01:30:00.000 GMT+0330,05.03.2015,60.416,61.52,60.079,60.679,1.6128
06.03.2015 01:30:00.000 GMT+0330,06.03.2015,60.669,61.259,59.147,59.777,0.733
07.03.2015 01:30:00.000 GMT+0330,07.03.2015,59.777,59.777,59.777,59.777,0
08.03.2015 01:30:00.000 GMT+0330,08.03.2015,59.777,59.777,59.777,59.777,0
09.03.2015 00:30:00.000 GMT+0330,09.03.2015,59.581,60.01,58.354,58.486,0.635
10.03.2015 00:30:00.000 GMT+0330,10.03.2015,58.499,58.688,56.107,56.485,0.5138
11.03.2015 00:30:00.000 GMT+0330,11.03.2015,56.498,57.915,55.888,57.905,0.483
12.03.2015 00:30:00.000 GMT+0330,12.03.2015,57.899,58.789,56.48,57.048,0.7688
13.03.2015 00:30:00.000 GMT+0330,13.03.2015,57.06,57.36,54.566,54.72,0.7966
14.03.2015 00:30:00.000 GMT+0330,14.03.2015,54.72,54.72,54.72,54.72,0
15.03.2015 00:30:00.000 GMT+0330,15.03.2015,54.72,54.72,54.72,54.72,0
16.03.2015 00:30:00.000 GMT+0330,16.03.2015,53.955,54.989,52.625,54.125,1.1583
17.03.2015 00:30:00.000 GMT+0330,17.03.2015,54.117,54.34,52.559,53.246,0.8722
18.03.2015 00:30:00.000 GMT+0330,18.03.2015,53.279,56.799,52.676,56.177,1.2128
19.03.2015 00:30:00.000 GMT+0330,19.03.2015,56.187,56.325,53.897,54.378,1.0505
20.03.2015 00:30:00.000 GMT+0330,20.03.2015,54.388,55.639,53.528,55.159,1.0513
21.03.2015 00:30:00.000 GMT+0330,21.03.2015,55.159,55.159,55.159,55.159,0
22.03.2015 01:30:00.000 GMT+0430,22.03.2015,55.159,55.159,55.159,55.159,0
23.03.2015 01:30:00.000 GMT+0430,23.03.2015,55.109,56.179,54.098,55.787,1.3757
24.03.2015 01:30:00.000 GMT+0430,24.03.2015,55.787,56.77,54.826,55.296,0.958
25.03.2015 01:30:00.000 GMT+0430,25.03.2015,55.299,57.13,54.703,56.337,0.5778
26.03.2015 01:30:00.000 GMT+0430,26.03.2015,56.359,59.742,56.256,59.039,1.483
27.03.2015 01:30:00.000 GMT+0430,27.03.2015,59.039,59.06,55.928,56.15,2.9591
28.03.2015 01:30:00.000 GMT+0430,28.03.2015,56.15,56.15,56.15,56.15,0
29.03.2015 01:30:00.000 GMT+0430,29.03.2015,56.15,56.15,56.15,56.15,0
30.03.2015 01:30:00.000 GMT+0430,30.03.2015,56.157,56.619,55.175,56.428,4.629
31.03.2015 01:30:00.000 GMT+0430,31.03.2015,56.435,56.529,54.696,55.207,3.2434
01.04.2015 01:30:00.000 GMT+0430,01.04.2015,55.21,57.669,54.675,56.679,3.53
02.04.2015 01:30:00.000 GMT+0430,02.04.2015,56.677,57.249,53.979,55.167,2.6368
03.04.2015 01:30:00.000 GMT+0430,03.04.2015,55.178,55.198,55.136,55.148,0.0013
04.04.2015 01:30:00.000 GMT+0430,04.04.2015,55.148,55.148,55.148,55.148,0
05.04.2015 01:30:00.000 GMT+0430,05.04.2015,55.148,55.148,55.148,55.148,0
06.04.2015 01:30:00.000 GMT+0430,06.04.2015,55.809,58.209,55.503,57.759,3.7633
07.04.2015 01:30:00.000 GMT+0430,07.04.2015,57.779,59.249,56.996,58.326,3.3655
08.04.2015 01:30:00.000 GMT+0430,08.04.2015,58.319,58.69,55.426,56.089,2.1755
09.04.2015 01:30:00.000 GMT+0430,09.04.2015,56.077,57.999,55.939,56.798,1.0774
10.04.2015 01:30:00.000 GMT+0430,10.04.2015,56.797,58.09,56.198,57.899,0.962
11.04.2015 01:30:00.000 GMT+0430,11.04.2015,57.899,57.899,57.899,57.899,0
12.04.2015 01:30:00.000 GMT+0430,12.04.2015,57.899,57.899,57.899,57.899,0
13.04.2015 01:30:00.000 GMT+0430,13.04.2015,57.925,59.51,57.446,57.996,1.2911
14.04.2015 01:30:00.000 GMT+0430,14.04.2015,57.996,59.22,57.714,58.398,1.036
15.04.2015 01:30:00.000 GMT+0430,15.04.2015,60.078,63.449,60.017,62.849,0.5844
16.04.2015 01:30:00.000 GMT+0430,16.04.2015,62.837,64.84,61.972,63.73,1.3457
17.04.2015 01:30:00.000 GMT+0430,17.04.2015,63.718,64.469,62.928,63.658,1.2313
18.04.2015 01:30:00.000 GMT+0430,18.04.2015,63.658,63.658,63.658,63.658,0
19.04.2015 01:30:00.000 GMT+0430,19.04.2015,63.658,63.658,63.658,63.658,0
20.04.2015 01:30:00.000 GMT+0430,20.04.2015,64.195,64.37,62.075,63.468,1.5873
21.04.2015 01:30:00.000 GMT+0430,21.04.2015,63.466,63.516,61.637,61.737,1.6583
22.04.2015 01:30:00.000 GMT+0430,22.04.2015,61.759,63.288,61.365,62.677,1.1014
23.04.2015 01:30:00.000 GMT+0430,23.04.2015,62.67,65.539,62.196,64.757,1.4878
24.04.2015 01:30:00.000 GMT+0430,24.04.2015,64.759,65.76,64.467,65.35,1.0348
25.04.2015 01:30:00.000 GMT+0430,25.04.2015,65.35,65.35,65.35,65.35,0
26.04.2015 01:30:00.000 GMT+0430,26.04.2015,65.35,65.35,65.35,65.35,0
27.04.2015 01:30:00.000 GMT+0430,27.04.2015,65.404,65.577,64.399,64.519,0.7654
28.04.2015 01:30:00.000 GMT+0430,28.04.2015,64.519,65.47,63.919,64.597,0.9388
29.04.2015 01:30:00.000 GMT+0430,29.04.2015,64.607,66.69,64.107,65.559,1.399
30.04.2015 01:30:00.000 GMT+0430,30.04.2015,65.54,66.9,65.365,66.8,0.7623
01.05.2015 01:30:00.000 GMT+0430,01.05.2015,66.786,66.908,65.507,66.458,1.2505
02.05.2015 01:30:00.000 GMT+0430,02.05.2015,66.458,66.458,66.458,66.458,0
03.05.2015 01:30:00.000 GMT+0430,03.05.2015,66.458,66.458,66.458,66.458,0
04.05.2015 01:30:00.000 GMT+0430,04.05.2015,66.448,67.079,65.938,66.487,0.8579
05.05.2015 01:30:00.000 GMT+0430,05.05.2015,66.468,68.36,66.118,67.618,1.2413
06.05.2015 01:30:00.000 GMT+0430,06.05.2015,67.607,69.61,67.338,67.459,1.2072
07.05.2015 01:30:00.000 GMT+0430,07.05.2015,67.47,68.459,65.159,65.637,1.181
08.05.2015 01:30:00.000 GMT+0430,08.05.2015,65.628,66.049,64.217,65.423,1.0331
09.05.2015 01:30:00.000 GMT+0430,09.05.2015,65.423,65.423,65.423,65.423,0
10.05.2015 01:30:00.000 GMT+0430,10.05.2015,65.423,65.423,65.423,65.423,0
11.05.2015 01:30:00.000 GMT+0430,11.05.2015,65.377,65.72,64.249,64.859,1.628
12.05.2015 01:30:00.000 GMT+0430,12.05.2015,64.87,67.28,64.656,67.267,1.2575
13.05.2015 01:30:00.000 GMT+0430,13.05.2015,67.27,68.16,66.708,66.757,0.9132
14.05.2015 01:30:00.000 GMT+0430,14.05.2015,66.949,67.797,66.246,66.708,1.195
15.05.2015 01:30:00.000 GMT+0430,15.05.2015,66.687,66.98,65.348,66.922,1.1483
16.05.2015 01:30:00.000 GMT+0430,16.05.2015,66.922,66.922,66.922,66.922,0
17.05.2015 01:30:00.000 GMT+0430,17.05.2015,66.922,66.922,66.922,66.922,0
18.05.2015 01:30:00.000 GMT+0430,18.05.2015,66.836,67.85,65.909,66.346,1.0088
19.05.2015 01:30:00.000 GMT+0430,19.05.2015,66.238,66.37,63.939,64.34,1.782
20.05.2015 01:30:00.000 GMT+0430,20.05.2015,64.325,65.142,64.101,64.788,1.7342
21.05.2015 01:30:00.000 GMT+0430,21.05.2015,64.787,66.849,64.781,66.467,1.8013
22.05.2015 01:30:00.000 GMT+0430,22.05.2015,66.468,66.583,65.085,65.513,1.5658
23.05.2015 01:30:00.000 GMT+0430,23.05.2015,65.513,65.513,65.513,65.513,0
24.05.2015 01:30:00.000 GMT+0430,24.05.2015,65.513,65.513,65.513,65.513,0
25.05.2015 01:30:00.000 GMT+0430,25.05.2015,65.514,66.199,64.707,65.858,0.6954
26.05.2015 01:30:00.000 GMT+0430,26.05.2015,65.647,65.699,63.267,63.936,1.1791
27.05.2015 01:30:00.000 GMT+0430,27.05.2015,63.938,64.64,61.958,62.307,1.0715
28.05.2015 01:30:00.000 GMT+0430,28.05.2015,62.306,62.909,61.272,62.846,1.8236
29.05.2015 01:30:00.000 GMT+0430,29.05.2015,62.848,65.808,62.673,65.458,2.4554
30.05.2015 01:30:00.000 GMT+0430,30.05.2015,65.458,65.458,65.458,65.458,0
31.05.2015 01:30:00.000 GMT+0430,31.05.2015,65.458,65.458,65.458,65.458,0
01.06.2015 01:30:00.000 GMT+0430,01.06.2015,65.27,65.715,64.232,64.909,2.1358
02.06.2015 01:30:00.000 GMT+0430,02.06.2015,64.959,65.81,64.567,65.319,2.3392
03.06.2015 01:30:00.000 GMT+0430,03.06.2015,65.337,65.409,63.488,63.698,2.4911
04.06.2015 01:30:00.000 GMT+0430,04.06.2015,63.686,64.05,61.781,62.097,2.1698
05.06.2015 01:30:00.000 GMT+0430,05.06.2015,62.098,63.388,60.925,63.165,2.466
06.06.2015 01:30:00.000 GMT+0430,06.06.2015,63.165,63.165,63.165,63.165,0
07.06.2015 01:30:00.000 GMT+0430,07.06.2015,63.165,63.165,63.165,63.165,0
08.06.2015 01:30:00.000 GMT+0430,08.06.2015,62.918,63.353,62.447,62.768,2.3857
09.06.2015 01:30:00.000 GMT+0430,09.06.2015,62.779,65.2,62.64,65.089,1.6067
10.06.2015 01:30:00.000 GMT+0430,10.06.2015,65.11,66.34,64.864,65.499,1.6667
11.06.2015 01:30:00.000 GMT+0430,11.06.2015,65.495,66.028,64.5,64.817,1.3094
12.06.2015 01:30:00.000 GMT+0430,12.06.2015,64.83,64.938,63.786,63.817,0.9772
13.06.2015 01:30:00.000 GMT+0430,13.06.2015,63.817,63.817,63.817,63.817,0
14.06.2015 01:30:00.000 GMT+0430,14.06.2015,63.817,63.817,63.817,63.817,0
15.06.2015 01:30:00.000 GMT+0430,15.06.2015,64.284,64.739,63.366,63.819,1.1311
16.06.2015 01:30:00.000 GMT+0430,16.06.2015,63.866,64.385,63.41,63.734,1.5356
17.06.2015 01:30:00.000 GMT+0430,17.06.2015,63.736,65.449,62.594,63.748,1.8149
18.06.2015 01:30:00.000 GMT+0430,18.06.2015,63.779,64.94,63.433,64.204,1.6755
19.06.2015 01:30:00.000 GMT+0430,19.06.2015,64.184,64.539,62.338,62.816,1.4976
20.06.2015 01:30:00.000 GMT+0430,20.06.2015,62.816,62.816,62.816,62.816,0
21.06.2015 01:30:00.000 GMT+0430,21.06.2015,62.816,62.816,62.816,62.816,0
22.06.2015 01:30:00.000 GMT+0430,22.06.2015,62.496,63.728,62.086,63.33,1.4508
23.06.2015 01:30:00.000 GMT+0430,23.06.2015,63.276,64.869,62.783,64.434,1.6445
24.06.2015 01:30:00.000 GMT+0430,24.06.2015,64.486,65.029,62.997,63.577,2.0997
25.06.2015 01:30:00.000 GMT+0430,25.06.2015,63.529,63.93,62.715,63.318,1.7681
26.06.2015 01:30:00.000 GMT+0430,26.06.2015,63.279,63.59,62.486,63.147,1.5349
27.06.2015 01:30:00.000 GMT+0430,27.06.2015,63.147,63.147,63.147,63.147,0
28.06.2015 01:30:00.000 GMT+0430,28.06.2015,63.147,63.147,63.147,63.147,0
29.06.2015 01:30:00.000 GMT+0430,29.06.2015,62.549,62.94,61.337,61.986,1.2313
30.06.2015 01:30:00.000 GMT+0430,30.06.2015,62,63.81,61.689,63.229,1.3417
01.07.2015 01:30:00.000 GMT+0430,01.07.2015,63.238,63.329,61.827,62.029,1.3763
02.07.2015 01:30:00.000 GMT+0430,02.07.2015,62.016,63.18,61.765,61.83,1.3868
03.07.2015 01:30:00.000 GMT+0430,03.07.2015,61.817,62.04,60.114,60.45,0.6666
04.07.2015 01:30:00.000 GMT+0430,04.07.2015,60.45,60.45,60.45,60.45,0
05.07.2015 01:30:00.000 GMT+0430,05.07.2015,60.45,60.45,60.45,60.45,0
06.07.2015 01:30:00.000 GMT+0430,06.07.2015,59.45,59.929,56.367,56.737,1.7434
07.07.2015 01:30:00.000 GMT+0430,07.07.2015,56.768,57.806,55.089,57.369,2.1004
08.07.2015 01:30:00.000 GMT+0430,08.07.2015,57.367,57.73,55.86,57.279,1.8298
09.07.2015 01:30:00.000 GMT+0430,09.07.2015,57.269,59.23,56.997,58.51,1.8064
10.07.2015 01:30:00.000 GMT+0430,10.07.2015,58.507,59.64,57.856,58.692,1.3808
11.07.2015 01:30:00.000 GMT+0430,11.07.2015,58.692,58.692,58.692,58.692,0
12.07.2015 01:30:00.000 GMT+0430,12.07.2015,58.692,58.692,58.692,58.692,0
13.07.2015 01:30:00.000 GMT+0430,13.07.2015,58.069,58.819,56.834,57.856,1.6249
14.07.2015 01:30:00.000 GMT+0430,14.07.2015,57.852,58.76,56.415,58.686,1.5442
15.07.2015 01:30:00.000 GMT+0430,15.07.2015,58.708,58.8,56.848,57.287,1.2147
16.07.2015 01:30:00.000 GMT+0430,16.07.2015,57.3,57.979,56.847,56.968,2.6076
17.07.2015 01:30:00.000 GMT+0430,17.07.2015,57.009,57.329,56.387,57.035,2.3976
18.07.2015 01:30:00.000 GMT+0430,18.07.2015,57.035,57.035,57.035,57.035,0
19.07.2015 01:30:00.000 GMT+0430,19.07.2015,57.035,57.035,57.035,57.035,0
20.07.2015 01:30:00.000 GMT+0430,20.07.2015,57.02,57.419,56.316,56.497,1.9115
21.07.2015 01:30:00.000 GMT+0430,21.07.2015,56.499,57.418,56.317,56.929,1.9603
22.07.2015 01:30:00.000 GMT+0430,22.07.2015,56.919,57.058,55.907,56.029,2.1613
23.07.2015 01:30:00.000 GMT+0430,23.07.2015,56.019,56.509,55.087,55.45,2.1981
24.07.2015 01:30:00.000 GMT+0430,24.07.2015,55.445,55.577,54.287,54.584,2.1179
25.07.2015 01:30:00.000 GMT+0430,25.07.2015,54.584,54.584,54.584,54.584,0
26.07.2015 01:30:00.000 GMT+0430,26.07.2015,54.584,54.584,54.584,54.584,0
27.07.2015 01:30:00.000 GMT+0430,27.07.2015,54.646,54.87,52.81,52.87,2.2964
28.07.2015 01:30:00.000 GMT+0430,28.07.2015,52.866,54.059,52.277,53.008,2.4693
29.07.2015 01:30:00.000 GMT+0430,29.07.2015,53.005,54.3,52.497,53.598,2.4143
30.07.2015 01:30:00.000 GMT+0430,30.07.2015,53.61,54.359,53.008,53.32,2.1804
31.07.2015 01:30:00.000 GMT+0430,31.07.2015,53.309,53.45,51.607,51.78,2.2063
01.08.2015 01:30:00.000 GMT+0430,01.08.2015,51.78,51.78,51.78,51.78,0
02.08.2015 01:30:00.000 GMT+0430,02.08.2015,51.78,51.78,51.78,51.78,0
03.08.2015 01:30:00.000 GMT+0430,03.08.2015,51.749,51.99,49.347,49.638,2.528
04.08.2015 01:30:00.000 GMT+0430,04.08.2015,49.638,50.43,49.489,50.179,1.9301
05.08.2015 01:30:00.000 GMT+0430,05.08.2015,50.189,50.97,49.006,49.609,1.1607
06.08.2015 01:30:00.000 GMT+0430,06.08.2015,49.618,49.81,48.858,49.728,1.0589
07.08.2015 01:30:00.000 GMT+0430,07.08.2015,49.709,50.049,48.407,48.488,1.1408
08.08.2015 01:30:00.000 GMT+0430,08.08.2015,48.488,48.488,48.488,48.488,0
09.08.2015 01:30:00.000 GMT+0430,09.08.2015,48.488,48.488,48.488,48.488,0
10.08.2015 01:30:00.000 GMT+0430,10.08.2015,48.299,50.459,48.207,50.187,1.4594
11.08.2015 01:30:00.000 GMT+0430,11.08.2015,50.188,51.068,48.606,49.139,1.5136
12.08.2015 01:30:00.000 GMT+0430,12.08.2015,49.138,49.979,48.684,49.71,1.352
13.08.2015 01:30:00.000 GMT+0430,13.08.2015,49.71,50.36,48.827,49.209,1.0931
14.08.2015 01:30:00.000 GMT+0430,14.08.2015,49.431,49.81,48.592,48.614,1.9355
15.08.2015 01:30:00.000 GMT+0430,15.08.2015,48.614,48.614,48.614,48.614,0
16.08.2015 01:30:00.000 GMT+0430,16.08.2015,48.614,48.614,48.614,48.614,0
17.08.2015 01:30:00.000 GMT+0430,17.08.2015,48.576,49.419,48.337,48.64,2.1807
18.08.2015 01:30:00.000 GMT+0430,18.08.2015,48.638,49.01,48.236,48.497,1.773
19.08.2015 01:30:00.000 GMT+0430,19.08.2015,48.507,49.082,46.754,46.848,2.2133
20.08.2015 01:30:00.000 GMT+0430,20.08.2015,46.848,47.349,46,46.143,2.2128
21.08.2015 01:30:00.000 GMT+0430,21.08.2015,46.149,46.488,45.067,45.234,2.3659
22.08.2015 01:30:00.000 GMT+0430,22.08.2015,45.234,45.234,45.234,45.234,0
23.08.2015 01:30:00.000 GMT+0430,23.08.2015,45.234,45.234,45.234,45.234,0
24.08.2015 01:30:00.000 GMT+0430,24.08.2015,45.202,45.24,42.206,42.51,3.5146
25.08.2015 01:30:00.000 GMT+0430,25.08.2015,42.497,44.458,42.346,43.446,3.6275
26.08.2015 01:30:00.000 GMT+0430,26.08.2015,43.447,43.732,42.795,43.604,3.2988
27.08.2015 01:30:00.000 GMT+0430,27.08.2015,43.606,47.718,43.52,47.55,3.5479
28.08.2015 01:30:00.000 GMT+0430,28.08.2015,47.557,50.956,46.597,49.876,3.836
29.08.2015 01:30:00.000 GMT+0430,29.08.2015,49.876,49.876,49.876,49.876,0
30.08.2015 01:30:00.000 GMT+0430,30.08.2015,49.876,49.876,49.876,49.876,0
31.08.2015 01:30:00.000 GMT+0430,31.08.2015,49.501,54.286,48.235,52.901,4.6747
01.09.2015 01:30:00.000 GMT+0430,01.09.2015,52.919,53.444,48.468,48.491,5.1555
02.09.2015 01:30:00.000 GMT+0430,02.09.2015,48.51,50.977,47.724,50.367,5.2361
03.09.2015 01:30:00.000 GMT+0430,03.09.2015,50.368,52.429,49.839,50.566,4.3794
04.09.2015 01:30:00.000 GMT+0430,04.09.2015,50.569,50.999,49.331,49.331,2.5896
05.09.2015 01:30:00.000 GMT+0430,05.09.2015,49.331,49.331,49.331,49.331,0
06.09.2015 01:30:00.000 GMT+0430,06.09.2015,49.331,49.331,49.331,49.331,0
07.09.2015 01:30:00.000 GMT+0430,07.09.2015,49.225,49.41,47.497,47.647,0.9494
08.09.2015 01:30:00.000 GMT+0430,08.09.2015,47.963,49.799,47.606,49.322,3.012
09.09.2015 01:30:00.000 GMT+0430,09.09.2015,49.329,49.998,47.416,47.459,2.1981
10.09.2015 01:30:00.000 GMT+0430,10.09.2015,47.467,48.93,46.755,48.669,2.0529
11.09.2015 01:30:00.000 GMT+0430,11.09.2015,48.678,48.92,47.148,48.069,1.4007
12.09.2015 01:30:00.000 GMT+0430,12.09.2015,48.069,48.069,48.069,48.069,0
