Local time,Date,Open,High,Low,Close,Volume
13.09.2015 01:30:00.000 GMT+0430,13.09.2015,48.069,48.069,48.069,48.069,0
14.09.2015 01:30:00.000 GMT+0430,14.09.2015,48.097,48.239,46.247,46.429,1.0659
15.09.2015 01:30:00.000 GMT+0430,15.09.2015,47.629,48.149,46.997,47.997,2.3323
16.09.2015 01:30:00.000 GMT+0430,16.09.2015,47.988,50.31,47.751,49.876,2.827
17.09.2015 01:30:00.000 GMT+0430,17.09.2015,49.89,50.12,48.317,49.119,3.6033
18.09.2015 01:30:00.000 GMT+0430,18.09.2015,49.109,49.73,47.146,47.674,3.3021
19.09.2015 01:30:00.000 GMT+0430,19.09.2015,47.674,47.674,47.674,47.674,0
20.09.2015 01:30:00.000 GMT+0430,20.09.2015,47.674,47.674,47.674,47.674,0
21.09.2015 01:30:00.000 GMT+0430,21.09.2015,47.515,48.96,47.49,48.658,2.6004
22.09.2015 00:30:00.000 GMT+0330,22.09.2015,48.709,49.188,47.686,49.178,2.6018
23.09.2015 00:30:00.000 GMT+0330,23.09.2015,49.159,50.229,47.665,47.797,2.7358
24.09.2015 00:30:00.000 GMT+0330,24.09.2015,47.809,48.449,47.386,48.269,3.2656
25.09.2015 00:30:00.000 GMT+0330,25.09.2015,48.269,49.08,47.839,48.25,2.7995
26.09.2015 00:30:00.000 GMT+0330,26.09.2015,48.25,48.25,48.25,48.25,0
27.09.2015 00:30:00.000 GMT+0330,27.09.2015,48.25,48.25,48.25,48.25,0
28.09.2015 00:30:00.000 GMT+0330,28.09.2015,48.326,48.378,47.237,47.34,2.4183
29.09.2015 00:30:00.000 GMT+0330,29.09.2015,47.347,48.6,47.225,47.968,3.07
30.09.2015 00:30:00.000 GMT+0330,30.09.2015,47.957,48.947,47.74,48.508,4.4209
01.10.2015 00:30:00.000 GMT+0330,01.10.2015,48.519,49.808,47.594,47.938,4.97
02.10.2015 00:30:00.000 GMT+0330,02.10.2015,47.939,48.474,46.887,48.064,4.3454
03.10.2015 00:30:00.000 GMT+0330,03.10.2015,48.064,48.064,48.064,48.064,0
04.10.2015 00:30:00.000 GMT+0330,04.10.2015,48.064,48.064,48.064,48.064,0
05.10.2015 00:30:00.000 GMT+0330,05.10.2015,48.268,49.828,48.145,49.229,3.9915
06.10.2015 00:30:00.000 GMT+0330,06.10.2015,49.219,52.229,48.825,52.189,4.7541
07.10.2015 00:30:00.000 GMT+0330,07.10.2015,52.18,53.12,51.199,51.708,4.8904
08.10.2015 00:30:00.000 GMT+0330,08.10.2015,51.697,53.489,51.267,53.319,3.6028
09.10.2015 00:30:00.000 GMT+0330,09.10.2015,53.318,54.02,52.183,52.46,2.7147
10.10.2015 00:30:00.000 GMT+0330,10.10.2015,52.46,52.46,52.46,52.46,0
11.10.2015 00:30:00.000 GMT+0330,11.10.2015,52.46,52.46,52.46,52.46,0
12.10.2015 00:30:00.000 GMT+0330,12.10.2015,52.747,53.275,49.745,50.248,2.7013
13.10.2015 00:30:00.000 GMT+0330,13.10.2015,50.248,50.671,48.845,49.169,2.6246
14.10.2015 00:30:00.000 GMT+0330,14.10.2015,49.159,49.481,48.648,49.119,1.7714
15.10.2015 00:30:00.000 GMT+0330,15.10.2015,49.499,50.241,48.687,50.128,2.73
16.10.2015 00:30:00.000 GMT+0330,16.10.2015,50.13,50.659,49.296,50.386,2.5044
17.10.2015 00:30:00.000 GMT+0330,17.10.2015,50.386,50.386,50.386,50.386,0
18.10.2015 00:30:00.000 GMT+0330,18.10.2015,50.386,50.386,50.386,50.386,0
19.10.2015 00:30:00.000 GMT+0330,19.10.2015,50.496,50.52,48.543,48.889,1.853
20.10.2015 00:30:00.000 GMT+0330,20.10.2015,48.898,49.159,48.195,48.48,1.8123
21.10.2015 00:30:00.000 GMT+0330,21.10.2015,48.476,48.608,47.509,47.9,2.4202
22.10.2015 00:30:00.000 GMT+0330,22.10.2015,47.896,48.695,47.628,48.28,2.0315
23.10.2015 00:30:00.000 GMT+0330,23.10.2015,48.279,48.619,47.426,48.002,2.3019
24.10.2015 00:30:00.000 GMT+0330,24.10.2015,48.002,48.002,48.002,48.002,0
25.10.2015 00:30:00.000 GMT+0330,25.10.2015,48.002,48.002,48.002,48.002,0
26.10.2015 00:30:00.000 GMT+0330,26.10.2015,47.915,48.28,47.273,47.334,1.4847
27.10.2015 00:30:00.000 GMT+0330,27.10.2015,47.33,47.529,46.369,46.958,1.6707
28.10.2015 00:30:00.000 GMT+0330,28.10.2015,46.946,49.2,46.565,49.173,2.2609
29.10.2015 00:30:00.000 GMT+0330,29.10.2015,49.167,49.349,48.13,48.568,2.554
30.10.2015 00:30:00.000 GMT+0330,30.10.2015,48.556,49.968,48.266,49.438,2.4206
31.10.2015 00:30:00.000 GMT+0330,31.10.2015,49.438,49.438,49.438,49.438,0
01.11.2015 00:30:00.000 GMT+0330,01.11.2015,49.438,49.438,49.438,49.438,0
02.11.2015 01:30:00.000 GMT+0330,02.11.2015,49.368,49.659,48.558,48.737,1.9376
03.11.2015 01:30:00.000 GMT+0330,03.11.2015,48.898,50.879,48.438,50.288,2.2461
04.11.2015 01:30:00.000 GMT+0330,04.11.2015,50.196,50.828,48.466,48.819,2.2365
05.11.2015 01:30:00.000 GMT+0330,05.11.2015,48.86,48.966,47.9,48.078,1.9924
06.11.2015 01:30:00.000 GMT+0330,06.11.2015,48.064,48.557,47.249,47.607,1.8585
07.11.2015 01:30:00.000 GMT+0330,07.11.2015,47.607,47.607,47.607,47.607,0
08.11.2015 01:30:00.000 GMT+0330,08.11.2015,47.607,47.607,47.607,47.607,0
09.11.2015 01:30:00.000 GMT+0330,09.11.2015,47.613,48.379,46.996,47.336,1.0318
10.11.2015 01:30:00.000 GMT+0330,10.11.2015,47.327,47.83,46.936,47.067,0.9777
11.11.2015 01:30:00.000 GMT+0330,11.11.2015,47.079,47.7,45.594,45.838,0.8428
12.11.2015 01:30:00.000 GMT+0330,12.11.2015,45.83,46.23,43.984,43.999,1.0652
13.11.2015 01:30:00.000 GMT+0330,13.11.2015,45.095,45.92,44.128,44.424,1.395
14.11.2015 01:30:00.000 GMT+0330,14.11.2015,44.424,44.424,44.424,44.424,0
15.11.2015 01:30:00.000 GMT+0330,15.11.2015,44.424,44.424,44.424,44.424,0
16.11.2015 01:30:00.000 GMT+0330,16.11.2015,44.529,45.13,43.118,44.869,2.6798
17.11.2015 01:30:00.000 GMT+0330,17.11.2015,44.855,45.07,43.465,43.996,2.1001
18.11.2015 01:30:00.000 GMT+0330,18.11.2015,44.029,44.709,43.3,44.188,2.0446
19.11.2015 01:30:00.000 GMT+0330,19.11.2015,44.178,44.728,43.662,44.247,1.815
20.11.2015 01:30:00.000 GMT+0330,20.11.2015,44.258,45.469,44.039,44.373,1.7288
21.11.2015 01:30:00.000 GMT+0330,21.11.2015,44.373,44.373,44.373,44.373,0
22.11.2015 01:30:00.000 GMT+0330,22.11.2015,44.373,44.373,44.373,44.373,0
23.11.2015 01:30:00.000 GMT+0330,23.11.2015,44.487,45.687,43.541,45.105,2.3153
24.11.2015 01:30:00.000 GMT+0330,24.11.2015,45.109,46.468,44.897,45.899,2.0386
25.11.2015 01:30:00.000 GMT+0330,25.11.2015,45.879,46.469,44.988,46.258,1.9367
26.11.2015 01:30:00.000 GMT+0330,26.11.2015,46.269,46.299,44.97,45.365,0.9461
27.11.2015 01:30:00.000 GMT+0330,27.11.2015,45.547,45.607,44.752,44.776,1.2202
28.11.2015 01:30:00.000 GMT+0330,28.11.2015,44.776,44.776,44.776,44.776,0
29.11.2015 01:30:00.000 GMT+0330,29.11.2015,44.776,44.776,44.776,44.776,0
30.11.2015 01:30:00.000 GMT+0330,30.11.2015,44.86,45.718,44.388,44.5,1.8973
01.12.2015 01:30:00.000 GMT+0330,01.12.2015,44.526,45.139,43.982,44.249,2.1136
02.12.2015 01:30:00.000 GMT+0330,02.12.2015,44.255,44.589,42.388,42.674,2.2882
03.12.2015 01:30:00.000 GMT+0330,03.12.2015,42.706,44.657,42.563,44.019,2.5821
04.12.2015 01:30:00.000 GMT+0330,04.12.2015,44.009,44.78,42.638,43.175,2.2335
05.12.2015 01:30:00.000 GMT+0330,05.12.2015,43.175,43.175,43.175,43.175,0
06.12.2015 01:30:00.000 GMT+0330,06.12.2015,43.175,43.175,43.175,43.175,0
07.12.2015 01:30:00.000 GMT+0330,07.12.2015,43.193,43.193,40.576,40.706,1.7588
08.12.2015 01:30:00.000 GMT+0330,08.12.2015,40.698,41.42,39.77,40.387,2.1852
09.12.2015 01:30:00.000 GMT+0330,09.12.2015,40.397,41.537,39.572,40.238,2.268
10.12.2015 01:30:00.000 GMT+0330,10.12.2015,40.246,40.659,39.433,39.495,1.2991
11.12.2015 01:30:00.000 GMT+0330,11.12.2015,39.496,39.709,37.319,37.663,1.0762
12.12.2015 01:30:00.000 GMT+0330,12.12.2015,37.663,37.663,37.663,37.663,0
13.12.2015 01:30:00.000 GMT+0330,13.12.2015,37.663,37.663,37.663,37.663,0
14.12.2015 01:30:00.000 GMT+0330,14.12.2015,37.756,38.388,36.295,37.759,1.6272
15.12.2015 01:30:00.000 GMT+0330,15.12.2015,37.702,39.378,37.496,38.297,1.5387
16.12.2015 01:30:00.000 GMT+0330,16.12.2015,38.385,38.706,37.154,37.525,2.0218
17.12.2015 01:30:00.000 GMT+0330,17.12.2015,37.525,37.899,36.767,36.937,1.7285
18.12.2015 01:30:00.000 GMT+0330,18.12.2015,36.938,37.69,36.385,36.583,1.6156
19.12.2015 01:30:00.000 GMT+0330,19.12.2015,36.583,36.583,36.583,36.583,0
20.12.2015 01:30:00.000 GMT+0330,20.12.2015,36.583,36.583,36.583,36.583,0
21.12.2015 01:30:00.000 GMT+0330,21.12.2015,36.413,36.686,35.99,36.207,1.2912
22.12.2015 01:30:00.000 GMT+0330,22.12.2015,36.209,36.69,35.958,36.359,1.3222
23.12.2015 01:30:00.000 GMT+0330,23.12.2015,36.36,37.849,36.239,37.746,1.5233
24.12.2015 01:30:00.000 GMT+0330,24.12.2015,37.745,38.05,36.912,37.669,0.703
25.12.2015 01:30:00.000 GMT+0330,25.12.2015,37.669,37.669,37.669,37.669,0
26.12.2015 01:30:00.000 GMT+0330,26.12.2015,37.669,37.669,37.669,37.669,0
27.12.2015 01:30:00.000 GMT+0330,27.12.2015,37.669,37.669,37.669,37.669,0
28.12.2015 01:30:00.000 GMT+0330,28.12.2015,37.795,37.81,36.394,36.435,0.5259
29.12.2015 01:30:00.000 GMT+0330,29.12.2015,36.426,37.948,36.395,37.325,1.0854
30.12.2015 01:30:00.000 GMT+0330,30.12.2015,37.317,37.485,36.313,36.678,1.169
31.12.2015 01:30:00.000 GMT+0330,31.12.2015,36.668,37.909,36.079,37.704,0.6742
01.01.2016 01:30:00.000 GMT+0330,01.01.2016,37.704,37.704,37.704,37.704,0
02.01.2016 01:30:00.000 GMT+0330,02.01.2016,37.704,37.704,37.704,37.704,0
03.01.2016 01:30:00.000 GMT+0330,03.01.2016,37.704,37.704,37.704,37.704,0
04.01.2016 01:30:00.000 GMT+0330,04.01.2016,38.336,38.955,36.743,37.348,1.9343
05.01.2016 01:30:00.000 GMT+0330,05.01.2016,37.33,37.545,36.22,36.579,1.9173
06.01.2016 01:30:00.000 GMT+0330,06.01.2016,36.566,36.65,34.094,34.386,2.0966
07.01.2016 01:30:00.000 GMT+0330,07.01.2016,34.399,34.703,32.129,33.729,2.9695
08.01.2016 01:30:00.000 GMT+0330,08.01.2016,33.728,34.668,32.757,33.299,1.5088
09.01.2016 01:30:00.000 GMT+0330,09.01.2016,33.299,33.299,33.299,33.299,0
10.01.2016 01:30:00.000 GMT+0330,10.01.2016,33.299,33.299,33.299,33.299,0
11.01.2016 01:30:00.000 GMT+0330,11.01.2016,33.243,33.355,31.173,31.29,1.2462
12.01.2016 01:30:00.000 GMT+0330,12.01.2016,31.287,32.349,30.33,30.81,1.4152
13.01.2016 01:30:00.000 GMT+0330,13.01.2016,30.787,31.889,29.934,30.268,1.2386
14.01.2016 01:30:00.000 GMT+0330,14.01.2016,30.139,31.16,29.69,31.068,2.3851
15.01.2016 01:30:00.000 GMT+0330,15.01.2016,31.068,31.129,28.793,29.194,2.4054
16.01.2016 01:30:00.000 GMT+0330,16.01.2016,29.194,29.194,29.194,29.194,0
17.01.2016 01:30:00.000 GMT+0330,17.01.2016,29.194,29.194,29.194,29.194,0
18.01.2016 01:30:00.000 GMT+0330,18.01.2016,28.187,29.535,27.956,28.707,1.5666
19.01.2016 01:30:00.000 GMT+0330,19.01.2016,28.685,30.217,28.575,28.729,2.3083
20.01.2016 01:30:00.000 GMT+0330,20.01.2016,28.74,28.798,27.075,27.819,2.6367
21.01.2016 01:30:00.000 GMT+0330,21.01.2016,27.828,29.799,27.255,29.578,2.9649
22.01.2016 01:30:00.000 GMT+0330,22.01.2016,29.568,32.267,29.263,32.137,3.0522
23.01.2016 01:30:00.000 GMT+0330,23.01.2016,32.137,32.137,32.137,32.137,0
24.01.2016 01:30:00.000 GMT+0330,24.01.2016,32.137,32.137,32.137,32.137,0
25.01.2016 01:30:00.000 GMT+0330,25.01.2016,32.426,32.778,29.973,30.064,2.3836
26.01.2016 01:30:00.000 GMT+0330,26.01.2016,30.076,32.683,29.244,30.898,1.7153
27.01.2016 01:30:00.000 GMT+0330,27.01.2016,30.907,33.467,30.815,32.939,1.4976
28.01.2016 01:30:00.000 GMT+0330,28.01.2016,32.925,35.804,32.533,33.916,1.3009
29.01.2016 01:30:00.000 GMT+0330,29.01.2016,35.039,36.14,34.556,35.869,2.5145
30.01.2016 01:30:00.000 GMT+0330,30.01.2016,35.869,35.869,35.869,35.869,0
31.01.2016 01:30:00.000 GMT+0330,31.01.2016,35.869,35.869,35.869,35.869,0
01.02.2016 01:30:00.000 GMT+0330,01.02.2016,35.436,36.03,33.905,33.997,2.6355
02.02.2016 01:30:00.000 GMT+0330,02.02.2016,33.995,34.1,32.22,32.469,2.5355
03.02.2016 01:30:00.000 GMT+0330,03.02.2016,32.466,35.456,32.232,35.435,3.1275
04.02.2016 01:30:00.000 GMT+0330,04.02.2016,35.437,35.769,34.134,34.341,3.4065
05.02.2016 01:30:00.000 GMT+0330,05.02.2016,34.335,35.089,33.775,34.083,3.0789
06.02.2016 01:30:00.000 GMT+0330,06.02.2016,34.083,34.083,34.083,34.083,0
07.02.2016 01:30:00.000 GMT+0330,07.02.2016,34.083,34.083,34.083,34.083,0
08.02.2016 01:30:00.000 GMT+0330,08.02.2016,34.026,34.64,32.713,33.091,2.7905
09.02.2016 01:30:00.000 GMT+0330,09.02.2016,33.085,33.528,30.253,30.725,2.8211
10.02.2016 01:30:00.000 GMT+0330,10.02.2016,30.728,31.857,30.305,30.879,2.9981
11.02.2016 01:30:00.000 GMT+0330,11.02.2016,30.869,31.329,29.895,31.057,2.8216
12.02.2016 01:30:00.000 GMT+0330,12.02.2016,31.194,33.398,30.836,32.875,2.2844
13.02.2016 01:30:00.000 GMT+0330,13.02.2016,32.875,32.875,32.875,32.875,0
14.02.2016 01:30:00.000 GMT+0330,14.02.2016,32.875,32.875,32.875,32.875,0
15.02.2016 01:30:00.000 GMT+0330,15.02.2016,32.839,34.01,32.775,33.947,1.0845
16.02.2016 01:30:00.000 GMT+0330,16.02.2016,33.957,35.506,31.905,32.316,2.4528
17.02.2016 01:30:00.000 GMT+0330,17.02.2016,32.329,34.95,31.795,34.926,2.2584
18.02.2016 01:30:00.000 GMT+0330,18.02.2016,34.899,35.7,33.763,33.993,1.9875
19.02.2016 01:30:00.000 GMT+0330,19.02.2016,33.866,34.428,32.655,33.169,1.8184
20.02.2016 01:30:00.000 GMT+0330,20.02.2016,33.169,33.169,33.169,33.169,0
21.02.2016 01:30:00.000 GMT+0330,21.02.2016,33.169,33.169,33.169,33.169,0
22.02.2016 01:30:00.000 GMT+0330,22.02.2016,33.003,34.939,32.993,34.578,1.6225
23.02.2016 01:30:00.000 GMT+0330,23.02.2016,34.478,35.063,32.888,32.998,1.0611
24.02.2016 01:30:00.000 GMT+0330,24.02.2016,32.979,34.604,32.343,34.38,1.509
25.02.2016 01:30:00.000 GMT+0330,25.02.2016,34.407,35.675,33.245,35.127,1.6752
26.02.2016 01:30:00.000 GMT+0330,26.02.2016,35.097,36.934,34.682,35.04,1.8199
27.02.2016 01:30:00.000 GMT+0330,27.02.2016,35.04,35.04,35.04,35.04,0
28.02.2016 01:30:00.000 GMT+0330,28.02.2016,35.04,35.04,35.04,35.04,0
29.02.2016 01:30:00.000 GMT+0330,29.02.2016,35.503,36.709,35.058,36.618,1.584
01.03.2016 01:30:00.000 GMT+0330,01.03.2016,36.483,37.208,35.925,36.528,1.6546
02.03.2016 01:30:00.000 GMT+0330,02.03.2016,36.614,37.323,36.075,37.028,1.6111
03.03.2016 01:30:00.000 GMT+0330,03.03.2016,36.994,37.319,36.325,36.94,1.3551
04.03.2016 01:30:00.000 GMT+0330,04.03.2016,37.001,38.91,36.805,38.781,1.5197
05.03.2016 01:30:00.000 GMT+0330,05.03.2016,38.781,38.781,38.781,38.781,0
06.03.2016 01:30:00.000 GMT+0330,06.03.2016,38.781,38.781,38.781,38.781,0
07.03.2016 01:30:00.000 GMT+0330,07.03.2016,39.409,41.013,38.855,40.702,1.4732
08.03.2016 01:30:00.000 GMT+0330,08.03.2016,40.619,41.45,39.271,39.431,1.7485
09.03.2016 01:30:00.000 GMT+0330,09.03.2016,39.531,41.133,39.335,40.759,1.8752
10.03.2016 01:30:00.000 GMT+0330,10.03.2016,40.85,40.957,39.621,40.192,1.9584
11.03.2016 01:30:00.000 GMT+0330,11.03.2016,40.279,40.996,39.997,40.352,1.3799
12.03.2016 01:30:00.000 GMT+0330,12.03.2016,40.352,40.352,40.352,40.352,0
13.03.2016 01:30:00.000 GMT+0330,13.03.2016,40.352,40.352,40.352,40.352,0
14.03.2016 00:30:00.000 GMT+0330,14.03.2016,40.288,40.454,38.795,39.689,1.3538
15.03.2016 00:30:00.000 GMT+0330,15.03.2016,39.581,39.684,38.297,38.953,1.322
16.03.2016 00:30:00.000 GMT+0330,16.03.2016,39.088,40.394,38.804,40.269,1.4176
17.03.2016 00:30:00.000 GMT+0330,17.03.2016,40.429,41.56,40.36,41.455,1.5441
18.03.2016 00:30:00.000 GMT+0330,18.03.2016,41.441,42.51,41.047,41.404,1.5757
19.03.2016 00:30:00.000 GMT+0330,19.03.2016,41.404,41.404,41.404,41.404,0
20.03.2016 00:30:00.000 GMT+0330,20.03.2016,41.404,41.404,41.404,41.404,0
21.03.2016 01:30:00.000 GMT+0430,21.03.2016,41.024,41.837,40.457,41.527,1.3075
22.03.2016 01:30:00.000 GMT+0430,22.03.2016,41.423,42.029,40.96,41.607,1.431
23.03.2016 01:30:00.000 GMT+0430,23.03.2016,41.526,41.776,40.395,40.479,1.3963
24.03.2016 01:30:00.000 GMT+0430,24.03.2016,40.281,40.584,39.168,40.364,1.8354
25.03.2016 01:30:00.000 GMT+0430,25.03.2016,40.364,40.364,40.364,40.364,0
26.03.2016 01:30:00.000 GMT+0430,26.03.2016,40.364,40.364,40.364,40.364,0
27.03.2016 01:30:00.000 GMT+0430,27.03.2016,40.364,40.364,40.364,40.364,0
28.03.2016 01:30:00.000 GMT+0430,28.03.2016,40.566,40.943,39.589,40.12,1.2761
29.03.2016 01:30:00.000 GMT+0430,29.03.2016,40.143,40.197,38.708,39.291,1.3457
30.03.2016 01:30:00.000 GMT+0430,30.03.2016,39.358,40.545,39.037,39.252,1.2024
31.03.2016 01:30:00.000 GMT+0430,31.03.2016,39.758,40.816,39.476,40.081,1.1566
01.04.2016 01:30:00.000 GMT+0430,01.04.2016,40.095,40.398,38.526,38.598,1.2291
02.04.2016 01:30:00.000 GMT+0430,02.04.2016,38.598,38.598,38.598,38.598,0
03.04.2016 01:30:00.000 GMT+0430,03.04.2016,38.598,38.598,38.598,38.598,0
04.04.2016 01:30:00.000 GMT+0430,04.04.2016,38.283,38.89,37.432,37.476,1.0843
05.04.2016 01:30:00.000 GMT+0430,05.04.2016,37.45,38.395,37.241,38.363,1.1202
06.04.2016 01:30:00.000 GMT+0430,06.04.2016,38.323,39.904,38.297,39.706,1.2693
07.04.2016 01:30:00.000 GMT+0430,07.04.2016,39.843,40.223,38.676,39.586,1.1412
08.04.2016 01:30:00.000 GMT+0430,08.04.2016,39.61,41.969,39.593,41.683,1.2457
09.04.2016 01:30:00.000 GMT+0430,09.04.2016,41.683,41.683,41.683,41.683,0
10.04.2016 01:30:00.000 GMT+0430,10.04.2016,41.683,41.683,41.683,41.683,0
11.04.2016 01:30:00.000 GMT+0430,11.04.2016,42.303,43.03,41.387,42.709,1.414
12.04.2016 01:30:00.000 GMT+0430,12.04.2016,42.588,44.773,42.513,44.16,1.633
13.04.2016 01:30:00.000 GMT+0430,13.04.2016,44.258,44.91,43.737,43.82,1.6344
14.04.2016 01:30:00.000 GMT+0430,14.04.2016,43.94,44.597,43.267,43.825,1.3275
15.04.2016 01:30:00.000 GMT+0430,15.04.2016,43.726,44.022,42.268,42.953,1.298
16.04.2016 01:30:00.000 GMT+0430,16.04.2016,42.953,42.953,42.953,42.953,0
17.04.2016 01:30:00.000 GMT+0430,17.04.2016,42.953,42.953,42.953,42.953,0
18.04.2016 01:30:00.000 GMT+0430,18.04.2016,40.939,43.39,40.547,43.114,1.8808
19.04.2016 01:30:00.000 GMT+0430,19.04.2016,43.066,44.467,42.548,43.939,1.6291
20.04.2016 01:30:00.000 GMT+0430,20.04.2016,43.406,45.793,42.768,45.512,1.5308
21.04.2016 01:30:00.000 GMT+0430,21.04.2016,45.515,46.157,44.435,44.709,3.6412
22.04.2016 01:30:00.000 GMT+0430,22.04.2016,44.754,45.868,44.278,45.083,0.8522
23.04.2016 01:30:00.000 GMT+0430,23.04.2016,45.083,45.083,45.083,45.083,0
24.04.2016 01:30:00.000 GMT+0430,24.04.2016,45.083,45.083,45.083,45.083,0
25.04.2016 01:30:00.000 GMT+0430,25.04.2016,44.749,45.56,44.235,44.743,0.6697
26.04.2016 01:30:00.000 GMT+0430,26.04.2016,44.675,46.458,44.335,46.362,0.6047
27.04.2016 01:30:00.000 GMT+0430,27.04.2016,46.24,47.42,45.61,47.195,0.8342
28.04.2016 01:30:00.000 GMT+0430,28.04.2016,47.099,48.16,46.704,48.107,0.6371
29.04.2016 01:30:00.000 GMT+0430,29.04.2016,47.548,48.26,46.753,47.325,0.6502
30.04.2016 01:30:00.000 GMT+0430,30.04.2016,47.325,47.325,47.325,47.325,0
01.05.2016 01:30:00.000 GMT+0430,01.05.2016,47.325,47.325,47.325,47.325,0
02.05.2016 01:30:00.000 GMT+0430,02.05.2016,47.032,47.314,45.695,45.898,0.6393
03.05.2016 01:30:00.000 GMT+0430,03.05.2016,45.738,46.38,44.607,45.212,0.7291
04.05.2016 01:30:00.000 GMT+0430,04.05.2016,45.185,45.989,44.184,44.905,0.7734
05.05.2016 01:30:00.000 GMT+0430,05.05.2016,45.148,46.749,44.637,45.177,0.785
06.05.2016 01:30:00.000 GMT+0430,06.05.2016,45.099,46.08,44.177,45.294,0.8518
07.05.2016 01:30:00.000 GMT+0430,07.05.2016,45.294,45.294,45.294,45.294,0
08.05.2016 01:30:00.000 GMT+0430,08.05.2016,45.294,45.294,45.294,45.294,0
09.05.2016 01:30:00.000 GMT+0430,09.05.2016,46.136,46.269,43.476,43.498,0.7641
10.05.2016 01:30:00.000 GMT+0430,10.05.2016,43.461,45.672,43.296,45.42,0.7687
11.05.2016 01:30:00.000 GMT+0430,11.05.2016,45.584,47.72,44.796,47.264,0.7665
12.05.2016 01:30:00.000 GMT+0430,12.05.2016,47.238,48.165,46.79,47.891,0.824
13.05.2016 01:30:00.000 GMT+0430,13.05.2016,47.787,48.088,47.269,47.829,0.7585
14.05.2016 01:30:00.000 GMT+0430,14.05.2016,47.829,47.829,47.829,47.829,0
15.05.2016 01:30:00.000 GMT+0430,15.05.2016,47.829,47.829,47.829,47.829,0
16.05.2016 01:30:00.000 GMT+0430,16.05.2016,47.911,49.449,47.784,49.047,0.7141
17.05.2016 01:30:00.000 GMT+0430,17.05.2016,49.002,49.688,48.557,49.503,0.7751
18.05.2016 01:30:00.000 GMT+0430,18.05.2016,49.35,49.81,48.425,48.475,0.9265
19.05.2016 01:30:00.000 GMT+0430,19.05.2016,48.673,48.848,47.373,48.801,1.0109
20.05.2016 01:30:00.000 GMT+0430,20.05.2016,48.863,49.358,48.058,48.786,1.015
21.05.2016 01:30:00.000 GMT+0430,21.05.2016,48.786,48.786,48.786,48.786,0
22.05.2016 01:30:00.000 GMT+0430,22.05.2016,48.786,48.786,48.786,48.786,0
23.05.2016 01:30:00.000 GMT+0430,23.05.2016,48.626,48.626,47.556,48.297,1.3366
24.05.2016 01:30:00.000 GMT+0430,24.05.2016,48.294,49.218,47.776,49.04,1.2125
25.05.2016 01:30:00.000 GMT+0430,25.05.2016,49.153,49.933,48.885,49.858,1.0627
26.05.2016 01:30:00.000 GMT+0430,26.05.2016,49.851,50.48,49.229,49.44,0.8382
27.05.2016 01:30:00.000 GMT+0430,27.05.2016,49.389,49.521,48.67,49.373,0.6733
28.05.2016 01:30:00.000 GMT+0430,28.05.2016,49.373,49.373,49.373,49.373,0
29.05.2016 01:30:00.000 GMT+0430,29.05.2016,49.373,49.373,49.373,49.373,0
30.05.2016 01:30:00.000 GMT+0430,30.05.2016,49.473,49.796,48.894,49.685,0.2145
31.05.2016 01:30:00.000 GMT+0430,31.05.2016,50.246,50.84,49.529,49.539,0.4685
01.06.2016 01:30:00.000 GMT+0430,01.06.2016,49.585,49.977,48.636,49.678,0.5805
02.06.2016 01:30:00.000 GMT+0430,02.06.2016,49.637,50.279,48.838,49.902,0.6902
03.06.2016 01:30:00.000 GMT+0430,03.06.2016,49.919,50.304,49.289,49.762,0.5807
04.06.2016 01:30:00.000 GMT+0430,04.06.2016,49.762,49.762,49.762,49.762,0
05.06.2016 01:30:00.000 GMT+0430,05.06.2016,49.762,49.762,49.762,49.762,0
06.06.2016 01:30:00.000 GMT+0430,06.06.2016,49.724,50.804,49.724,50.484,0.4752
07.06.2016 01:30:00.000 GMT+0430,07.06.2016,50.396,51.51,50.248,51.427,0.4619
08.06.2016 01:30:00.000 GMT+0430,08.06.2016,51.421,52.77,51.307,52.709,0.571
09.06.2016 01:30:00.000 GMT+0430,09.06.2016,52.757,52.82,51.506,51.759,1.359
10.06.2016 01:30:00.000 GMT+0430,10.06.2016,51.879,52.068,50.308,50.459,1.6733
11.06.2016 01:30:00.000 GMT+0430,11.06.2016,50.459,50.459,50.459,50.459,0
12.06.2016 01:30:00.000 GMT+0430,12.06.2016,50.459,50.459,50.459,50.459,0
13.06.2016 01:30:00.000 GMT+0430,13.06.2016,50.192,50.76,49.585,49.952,1.7588
14.06.2016 01:30:00.000 GMT+0430,14.06.2016,49.843,50.02,49.173,49.173,1.4936
15.06.2016 01:30:00.000 GMT+0430,15.06.2016,49.196,49.769,48.365,48.56,1.9306
16.06.2016 01:30:00.000 GMT+0430,16.06.2016,48.535,48.733,46.918,47,1.8829
17.06.2016 01:30:00.000 GMT+0430,17.06.2016,47.246,49.336,47.244,49.259,1.6714
18.06.2016 01:30:00.000 GMT+0430,18.06.2016,49.259,49.259,49.259,49.259,0
19.06.2016 01:30:00.000 GMT+0430,19.06.2016,49.259,49.259,49.259,49.259,0
20.06.2016 01:30:00.000 GMT+0430,20.06.2016,49.406,50.659,49.336,50.357,1.4968
21.06.2016 01:30:00.000 GMT+0430,21.06.2016,50.378,51.067,49.452,50.895,0.949
22.06.2016 01:30:00.000 GMT+0430,22.06.2016,51.003,51.22,49.158,49.757,0.998
23.06.2016 01:30:00.000 GMT+0430,23.06.2016,50.101,50.975,49.866,50.917,1.0845
