Local time,Open,High,Low,Close,Volume
22.10.2013 00:30:00.000 GMT+0330,109.544,110.930,109.389,110.354,1.8105
23.10.2013 00:30:00.000 GMT+0330,110.350,110.678,108.505,108.754,3.0193000000000003
24.10.2013 00:30:00.000 GMT+0330,108.750,109.149,107.354,107.830,2.2060999999999997
25.10.2013 00:30:00.000 GMT+0330,107.839,108.068,106.523,106.859,1.8284000000000002
26.10.2013 00:30:00.000 GMT+0330,106.859,106.859,106.859,106.859,0
27.10.2013 00:30:00.000 GMT+0330,106.859,106.859,106.859,106.859,0
28.10.2013 00:30:00.000 GMT+0330,106.756,107.984,106.487,107.967,1.7628000000000004
29.10.2013 00:30:00.000 GMT+0330,107.968,109.448,107.348,108.898,1.3513
30.10.2013 00:30:00.000 GMT+0330,108.918,110.151,108.599,109.858,0.9974999999999999
31.10.2013 00:30:00.000 GMT+0330,109.860,109.870,108.558,108.927,0.9602
01.11.2013 00:30:00.000 GMT+0330,108.911,109.353,105.766,105.855,1.132
02.11.2013 00:30:00.000 GMT+0330,105.855,105.855,105.855,105.855,0
03.11.2013 00:30:00.000 GMT+0330,105.855,105.855,105.855,105.855,0
04.11.2013 01:30:00.000 GMT+0330,105.948,106.570,105.129,106.243,0.9718999999999999
05.11.2013 01:30:00.000 GMT+0330,106.150,106.515,105.169,105.564,0.7898999999999999
06.11.2013 01:30:00.000 GMT+0330,105.582,106.064,105.562,105.894,0.0086
07.11.2013 01:30:00.000 GMT+0330,104.987,105.167,103.229,103.476,1.1714999999999998
08.11.2013 01:30:00.000 GMT+0330,103.417,105.356,102.972,105.004,0.958
09.11.2013 01:30:00.000 GMT+0330,105.004,105.004,105.004,105.004,0
10.11.2013 01:30:00.000 GMT+0330,105.004,105.004,105.004,105.004,0
11.11.2013 01:30:00.000 GMT+0330,105.719,106.516,105.263,106.451,0.7256999999999999
12.11.2013 01:30:00.000 GMT+0330,106.446,107.356,105.480,106.107,0.8336999999999999
13.11.2013 01:30:00.000 GMT+0330,106.094,107.437,105.904,107.043,0.6022000000000001
14.11.2013 01:30:00.000 GMT+0330,107.083,108.948,107.083,108.569,0.08250000000000002
15.11.2013 01:30:00.000 GMT+0330,108.376,108.632,107.687,108.330,0.8561000000000001
16.11.2013 01:30:00.000 GMT+0330,108.330,108.330,108.330,108.330,0
17.11.2013 01:30:00.000 GMT+0330,108.330,108.330,108.330,108.330,0
18.11.2013 01:30:00.000 GMT+0330,108.255,108.719,107.515,108.164,0.7809999999999999
19.11.2013 01:30:00.000 GMT+0330,108.162,108.453,106.791,107.079,0.8852
20.11.2013 01:30:00.000 GMT+0330,107.059,108.372,106.510,107.864,0.9344
21.11.2013 01:30:00.000 GMT+0330,107.834,110.250,107.645,110.190,0.8775999999999999
22.11.2013 01:30:00.000 GMT+0330,110.188,111.375,109.651,110.622,1.1141999999999999
23.11.2013 01:30:00.000 GMT+0330,110.622,110.622,110.622,110.622,0
24.11.2013 01:30:00.000 GMT+0330,110.622,110.622,110.622,110.622,0
25.11.2013 01:30:00.000 GMT+0330,108.569,111.619,108.052,111.021,1.2420999999999998
26.11.2013 01:30:00.000 GMT+0330,110.965,111.476,110.407,111.078,0.8273999999999999
27.11.2013 01:30:00.000 GMT+0330,111.061,111.651,110.498,111.566,0.8461000000000001
28.11.2013 01:30:00.000 GMT+0330,111.459,111.507,110.620,110.956,0.2389
29.11.2013 01:30:00.000 GMT+0330,111.037,111.495,109.624,110.057,0.6169
30.11.2013 01:30:00.000 GMT+0330,110.057,110.057,110.057,110.057,0
01.12.2013 01:30:00.000 GMT+0330,110.057,110.057,110.057,110.057,0
02.12.2013 01:30:00.000 GMT+0330,110.234,112.326,109.283,111.461,1.1707999999999998
03.12.2013 01:30:00.000 GMT+0330,111.418,112.890,111.023,112.701,0.9856999999999999
04.12.2013 01:30:00.000 GMT+0330,112.678,112.994,112.508,112.546,0.023899999999999998
05.12.2013 01:30:00.000 GMT+0330,111.712,111.946,110.760,111.042,0.6836000000000001
06.12.2013 01:30:00.000 GMT+0330,111.071,112.047,110.927,111.709,0.7378
07.12.2013 01:30:00.000 GMT+0330,111.709,111.709,111.709,111.709,0
08.12.2013 01:30:00.000 GMT+0330,111.709,111.709,111.709,111.709,0
09.12.2013 01:30:00.000 GMT+0330,111.625,111.740,109.008,109.008,0.6642
10.12.2013 01:30:00.000 GMT+0330,109.182,110.444,108.534,109.396,0.9331
11.12.2013 01:30:00.000 GMT+0330,109.385,109.877,108.604,109.799,0.8361000000000001
12.12.2013 01:30:00.000 GMT+0330,109.740,109.956,108.452,108.522,0.8376
13.12.2013 01:30:00.000 GMT+0330,108.507,108.976,108.030,108.800,0.4038
14.12.2013 01:30:00.000 GMT+0330,108.800,108.800,108.800,108.800,0
15.12.2013 01:30:00.000 GMT+0330,108.800,108.800,108.800,108.800,0
16.12.2013 01:30:00.000 GMT+0330,109.521,110.824,109.059,110.457,0.09939999999999999
17.12.2013 01:30:00.000 GMT+0330,109.186,109.406,108.193,108.301,1.0514
18.12.2013 01:30:00.000 GMT+0330,108.369,109.715,107.774,109.424,1.3152
19.12.2013 01:30:00.000 GMT+0330,109.275,110.523,109.125,110.203,1.1925999999999999
20.12.2013 01:30:00.000 GMT+0330,110.199,111.897,109.874,111.820,1.1995999999999998
21.12.2013 01:30:00.000 GMT+0330,111.820,111.820,111.820,111.820,0
22.12.2013 01:30:00.000 GMT+0330,111.820,111.820,111.820,111.820,0
23.12.2013 01:30:00.000 GMT+0330,111.882,111.905,111.251,111.652,0.7436
24.12.2013 01:30:00.000 GMT+0330,111.645,112.056,111.471,111.827,0.29259999999999997
25.12.2013 01:30:00.000 GMT+0330,111.827,111.827,111.827,111.827,0
26.12.2013 01:30:00.000 GMT+0330,112.011,112.113,111.473,112.017,0.3542
27.12.2013 01:30:00.000 GMT+0330,111.934,112.794,111.522,112.166,0.7889999999999999
28.12.2013 01:30:00.000 GMT+0330,112.166,112.166,112.166,112.166,0
29.12.2013 01:30:00.000 GMT+0330,112.166,112.166,112.166,112.166,0
30.12.2013 01:30:00.000 GMT+0330,112.218,112.616,110.905,111.254,0.7794000000000002
31.12.2013 01:30:00.000 GMT+0330,111.257,111.504,110.403,110.922,0.6201999999999999
01.01.2014 01:30:00.000 GMT+0330,110.922,110.922,110.922,110.922,0
02.01.2014 01:30:00.000 GMT+0330,110.980,111.345,107.660,107.801,1.3671999999999997
03.01.2014 01:30:00.000 GMT+0330,107.795,108.632,106.789,106.943,1.1758000000000002
04.01.2014 01:30:00.000 GMT+0330,106.943,106.943,106.943,106.943,0
05.01.2014 01:30:00.000 GMT+0330,106.943,106.943,106.943,106.943,0
06.01.2014 01:30:00.000 GMT+0330,106.998,107.943,106.711,107.036,0.9121999999999999
07.01.2014 01:30:00.000 GMT+0330,107.047,107.705,106.872,107.435,0.9351999999999999
08.01.2014 01:30:00.000 GMT+0330,107.442,107.933,106.990,107.398,0.8949999999999999
09.01.2014 01:30:00.000 GMT+0330,107.316,108.185,106.119,106.421,1.0136
10.01.2014 01:30:00.000 GMT+0330,106.419,107.520,106.032,107.520,1.2147999999999999
11.01.2014 01:30:00.000 GMT+0330,107.520,107.520,107.520,107.520,0
12.01.2014 01:30:00.000 GMT+0330,107.520,107.520,107.520,107.520,0
13.01.2014 01:30:00.000 GMT+0330,107.219,107.461,106.467,106.467,0.928
14.01.2014 01:30:00.000 GMT+0330,106.457,107.130,106.056,106.187,0.7822
15.01.2014 01:30:00.000 GMT+0330,106.118,107.545,105.793,106.938,0.47059999999999996
16.01.2014 01:30:00.000 GMT+0330,106.934,107.354,106.739,107.067,0.0368
17.01.2014 01:30:00.000 GMT+0330,105.579,106.948,105.460,106.294,1.0772
18.01.2014 01:30:00.000 GMT+0330,106.294,106.294,106.294,106.294,0
19.01.2014 01:30:00.000 GMT+0330,106.294,106.294,106.294,106.294,0
20.01.2014 01:30:00.000 GMT+0330,106.355,106.641,105.827,106.240,0.43600000000000005
21.01.2014 01:30:00.000 GMT+0330,106.304,107.999,106.304,106.860,1.173
22.01.2014 01:30:00.000 GMT+0330,106.847,108.324,106.847,108.199,1.0612
23.01.2014 01:30:00.000 GMT+0330,108.232,108.282,107.380,107.531,1.2152
24.01.2014 01:30:00.000 GMT+0330,107.599,108.024,106.235,107.908,1.5279999999999998
25.01.2014 01:30:00.000 GMT+0330,107.908,107.908,107.908,107.908,0
26.01.2014 01:30:00.000 GMT+0330,107.908,107.908,107.908,107.908,0
27.01.2014 01:30:00.000 GMT+0330,107.736,107.795,106.882,106.996,0.8734000000000001
28.01.2014 01:30:00.000 GMT+0330,106.937,107.766,106.790,107.451,84.56
29.01.2014 01:30:00.000 GMT+0330,107.341,108.005,106.903,107.694,94.84
30.01.2014 01:30:00.000 GMT+0330,107.712,108.373,107.633,107.934,75.17999999999999
31.01.2014 01:30:00.000 GMT+0330,107.956,107.956,106.293,106.331,107.15999999999998
01.02.2014 01:30:00.000 GMT+0330,106.331,106.331,106.331,106.331,0
02.02.2014 01:30:00.000 GMT+0330,106.331,106.331,106.331,106.331,0
03.02.2014 01:30:00.000 GMT+0330,106.051,106.531,105.584,106.095,57.17999999999999
04.02.2014 01:30:00.000 GMT+0330,106.079,106.192,105.463,105.908,84.34
05.02.2014 01:30:00.000 GMT+0330,105.936,106.399,105.556,106.145,90.56
06.02.2014 01:30:00.000 GMT+0330,106.165,106.528,106.132,106.486,5.9799999999999995
07.02.2014 01:30:00.000 GMT+0330,107.252,108.849,106.863,108.806,59.459999999999994
08.02.2014 01:30:00.000 GMT+0330,108.806,108.806,108.806,108.806,0
09.02.2014 01:30:00.000 GMT+0330,108.806,108.806,108.806,108.806,0
10.02.2014 01:30:00.000 GMT+0330,109.045,109.545,108.449,108.449,66.04
11.02.2014 01:30:00.000 GMT+0330,108.484,109.196,108.394,108.679,53.67999999999999
12.02.2014 01:30:00.000 GMT+0330,108.710,109.458,108.663,109.260,11.94
13.02.2014 01:30:00.000 GMT+0330,108.349,108.714,107.816,108.537,1.1481000000000001
14.02.2014 01:30:00.000 GMT+0330,108.530,109.226,107.836,108.922,0.19150000000000003
15.02.2014 01:30:00.000 GMT+0330,108.922,108.922,108.922,108.922,0
16.02.2014 01:30:00.000 GMT+0330,108.922,108.922,108.922,108.922,0
17.02.2014 01:30:00.000 GMT+0330,109.223,109.256,108.634,109.051,0.07690000000000001
18.02.2014 01:30:00.000 GMT+0330,109.056,110.667,108.803,110.622,0.17159999999999997
19.02.2014 01:30:00.000 GMT+0330,110.626,110.797,109.992,110.438,0.1911
20.02.2014 01:30:00.000 GMT+0330,110.445,110.468,109.542,110.408,0.1712
21.02.2014 01:30:00.000 GMT+0330,110.404,110.458,109.336,109.785,0.18049999999999997
22.02.2014 01:30:00.000 GMT+0330,109.785,109.785,109.785,109.785,0
23.02.2014 01:30:00.000 GMT+0330,109.785,109.785,109.785,109.785,0
24.02.2014 01:30:00.000 GMT+0330,110.162,110.757,109.472,110.694,0.17209999999999998
25.02.2014 01:30:00.000 GMT+0330,110.671,110.674,109.391,109.586,0.20199999999999996
26.02.2014 01:30:00.000 GMT+0330,109.568,109.947,109.181,109.362,74.6975
27.02.2014 01:30:00.000 GMT+0330,109.362,109.443,108.633,108.822,70.62370000000001
28.02.2014 01:30:00.000 GMT+0330,108.823,109.326,108.372,109.094,33.2271
01.03.2014 01:30:00.000 GMT+0330,109.094,109.094,109.094,109.094,0
02.03.2014 01:30:00.000 GMT+0330,109.094,109.094,109.094,109.094,0
03.03.2014 01:30:00.000 GMT+0330,110.897,112.346,110.340,111.041,44.24020000000001
04.03.2014 01:30:00.000 GMT+0330,111.046,111.285,109.022,109.054,30.1514
05.03.2014 01:30:00.000 GMT+0330,109.053,109.336,107.522,107.655,16.189100000000003
06.03.2014 01:30:00.000 GMT+0330,107.657,108.515,107.342,108.374,34.16219999999999
07.03.2014 01:30:00.000 GMT+0330,108.378,109.066,107.792,108.738,42.8135
08.03.2014 01:30:00.000 GMT+0330,108.738,108.738,108.738,108.738,0
09.03.2014 01:30:00.000 GMT+0330,108.738,108.738,108.738,108.738,0
10.03.2014 00:30:00.000 GMT+0330,108.612,108.765,107.721,107.844,19.878899999999998
11.03.2014 00:30:00.000 GMT+0330,107.847,108.676,107.812,108.175,207.0979
12.03.2014 00:30:00.000 GMT+0330,108.182,108.536,107.594,108.198,254.59199999999998
13.03.2014 00:30:00.000 GMT+0330,108.192,108.477,106.967,107.394,139.2865
14.03.2014 00:30:00.000 GMT+0330,106.985,108.438,106.795,108.246,0.2124
15.03.2014 00:30:00.000 GMT+0330,108.246,108.246,108.246,108.246,0
16.03.2014 00:30:00.000 GMT+0330,108.246,108.246,108.246,108.246,0
17.03.2014 00:30:00.000 GMT+0330,108.340,108.367,106.126,106.271,144.2046
18.03.2014 00:30:00.000 GMT+0330,106.265,106.828,105.855,106.578,173.04030000000003
19.03.2014 00:30:00.000 GMT+0330,106.576,106.846,105.752,105.810,166.1861
20.03.2014 00:30:00.000 GMT+0330,105.813,106.716,105.401,106.135,134.90810000000002
21.03.2014 00:30:00.000 GMT+0330,106.146,107.738,105.975,106.980,223.8597
22.03.2014 01:30:00.000 GMT+0430,106.980,106.980,106.980,106.980,0
23.03.2014 01:30:00.000 GMT+0430,106.980,106.980,106.980,106.980,0
24.03.2014 01:30:00.000 GMT+0430,106.752,107.478,106.420,106.564,111.42109999999998
25.03.2014 01:30:00.000 GMT+0430,106.565,107.456,106.411,106.867,150.74249999999998
26.03.2014 01:30:00.000 GMT+0430,106.862,107.326,106.465,106.871,223.5829
27.03.2014 01:30:00.000 GMT+0430,106.872,107.966,106.732,107.677,66.29529999999997
28.03.2014 01:30:00.000 GMT+0430,107.670,108.367,107.586,107.988,170.72010000000003
29.03.2014 01:30:00.000 GMT+0430,107.988,107.988,107.988,107.988,0
30.03.2014 01:30:00.000 GMT+0430,107.988,107.988,107.988,107.988,0
31.03.2014 01:30:00.000 GMT+0430,107.981,108.305,107.034,107.657,148.32439999999997
01.04.2014 01:30:00.000 GMT+0430,107.654,107.766,105.081,105.243,256.9545
02.04.2014 01:30:00.000 GMT+0430,105.258,105.815,103.947,104.686,90.06649999999999
03.04.2014 01:30:00.000 GMT+0430,104.675,106.286,104.421,106.217,0.22149999999999997
04.04.2014 01:30:00.000 GMT+0430,106.210,107.023,106.071,106.617,78.5979
05.04.2014 01:30:00.000 GMT+0430,106.617,106.617,106.617,106.617,0
06.04.2014 01:30:00.000 GMT+0430,106.617,106.617,106.617,106.617,0
07.04.2014 01:30:00.000 GMT+0430,106.053,106.602,105.105,105.987,244.83620000000002
08.04.2014 01:30:00.000 GMT+0430,105.993,107.816,105.763,107.491,194.85939999999997
09.04.2014 01:30:00.000 GMT+0430,107.495,108.099,107.101,107.793,249.36920000000003
10.04.2014 01:30:00.000 GMT+0430,107.779,107.866,107.256,107.331,167.50239999999997
11.04.2014 01:30:00.000 GMT+0430,107.336,107.846,106.952,107.145,124.7834
12.04.2014 01:30:00.000 GMT+0430,107.145,107.145,107.145,107.145,0
13.04.2014 01:30:00.000 GMT+0430,107.145,107.145,107.145,107.145,0
14.04.2014 01:30:00.000 GMT+0430,107.775,109.086,107.220,109.046,68.214
15.04.2014 01:30:00.000 GMT+0430,108.851,109.718,108.295,109.275,0.1999
16.04.2014 01:30:00.000 GMT+0430,109.274,110.326,108.969,109.537,0.2109
17.04.2014 01:30:00.000 GMT+0430,109.535,110.167,109.043,109.655,0.17679999999999998
18.04.2014 01:30:00.000 GMT+0430,109.663,109.717,109.647,109.647,0.0002
19.04.2014 01:30:00.000 GMT+0430,109.647,109.647,109.647,109.647,0
20.04.2014 01:30:00.000 GMT+0430,109.647,109.647,109.647,109.647,0
21.04.2014 01:30:00.000 GMT+0430,109.334,110.027,108.863,109.891,0.12339999999999998
22.04.2014 01:30:00.000 GMT+0430,109.897,109.965,108.513,109.432,0.21409999999999993
23.04.2014 01:30:00.000 GMT+0430,109.432,109.512,108.585,109.213,0.47200000000000003
24.04.2014 01:30:00.000 GMT+0430,109.200,110.612,109.047,110.337,0.22290000000000001
25.04.2014 01:30:00.000 GMT+0430,110.333,110.593,109.234,109.475,0.22940000000000002
26.04.2014 01:30:00.000 GMT+0430,109.475,109.475,109.475,109.475,0
27.04.2014 01:30:00.000 GMT+0430,109.475,109.475,109.475,109.475,0
28.04.2014 01:30:00.000 GMT+0430,109.770,110.163,107.843,108.156,0.2336
29.04.2014 01:30:00.000 GMT+0430,108.152,109.334,108.069,108.804,0.17090000000000002
30.04.2014 01:30:00.000 GMT+0430,108.800,108.884,107.526,108.084,0.2385
01.05.2014 01:30:00.000 GMT+0430,108.084,108.195,106.833,107.646,0.2072
02.05.2014 01:30:00.000 GMT+0430,107.644,108.924,107.591,108.574,0.21850000000000003
03.05.2014 01:30:00.000 GMT+0430,108.574,108.574,108.574,108.574,0
04.05.2014 01:30:00.000 GMT+0430,108.574,108.574,108.574,108.574,0
05.05.2014 01:30:00.000 GMT+0430,108.503,108.874,107.034,107.468,0.20429999999999998
06.05.2014 01:30:00.000 GMT+0430,107.465,108.175,106.943,107.046,139.49080000000004
07.05.2014 01:30:00.000 GMT+0430,107.054,108.226,106.941,108.064,227.15099999999995
08.05.2014 01:30:00.000 GMT+0430,108.067,108.124,107.365,107.982,191.75289999999998
09.05.2014 01:30:00.000 GMT+0430,107.981,108.995,107.613,107.916,228.46910000000003
10.05.2014 01:30:00.000 GMT+0430,107.916,107.916,107.916,107.916,0
11.05.2014 01:30:00.000 GMT+0430,107.916,107.916,107.916,107.916,0
12.05.2014 01:30:00.000 GMT+0430,108.207,108.732,108.066,108.375,157.57699999999997
13.05.2014 01:30:00.000 GMT+0430,108.363,109.408,108.022,109.391,0.17709999999999998
14.05.2014 01:30:00.000 GMT+0430,109.396,110.387,109.233,110.174,167.4197
15.05.2014 01:30:00.000 GMT+0430,110.181,110.468,108.815,110.354,22.313499999999998
16.05.2014 01:30:00.000 GMT+0430,108.897,110.016,108.862,109.686,154.00400000000002
17.05.2014 01:30:00.000 GMT+0430,109.686,109.686,109.686,109.686,0
18.05.2014 01:30:00.000 GMT+0430,109.686,109.686,109.686,109.686,0
19.05.2014 01:30:00.000 GMT+0430,109.813,110.306,109.273,109.331,229.22920000000005
20.05.2014 01:30:00.000 GMT+0430,109.327,109.977,109.086,109.797,238.12380000000002
21.05.2014 01:30:00.000 GMT+0430,109.806,110.706,109.668,110.474,172.5312
22.05.2014 01:30:00.000 GMT+0430,110.471,111.004,110.145,110.384,6.32
23.05.2014 01:30:00.000 GMT+0430,110.386,110.657,110.222,110.546,0.172
24.05.2014 01:30:00.000 GMT+0430,110.546,110.546,110.546,110.546,0
25.05.2014 01:30:00.000 GMT+0430,110.546,110.546,110.546,110.546,0
26.05.2014 01:30:00.000 GMT+0430,110.384,110.456,109.721,110.343,0.07100000000000001
27.05.2014 01:30:00.000 GMT+0430,110.325,110.776,109.694,110.166,0.1722
28.05.2014 01:30:00.000 GMT+0430,110.165,110.367,109.395,109.947,0.2164
29.05.2014 01:30:00.000 GMT+0430,109.943,110.438,109.691,110.065,70.9709
30.05.2014 01:30:00.000 GMT+0430,110.051,110.097,109.205,109.524,85.39479999999999
31.05.2014 01:30:00.000 GMT+0430,109.524,109.524,109.524,109.524,0
01.06.2014 01:30:00.000 GMT+0430,109.524,109.524,109.524,109.524,0
02.06.2014 01:30:00.000 GMT+0430,109.522,109.828,108.604,108.751,0.21430000000000002
03.06.2014 01:30:00.000 GMT+0430,108.754,108.957,108.306,108.821,10.399700000000001
04.06.2014 01:30:00.000 GMT+0430,108.825,109.467,108.224,108.286,0.22280000000000005
05.06.2014 01:30:00.000 GMT+0430,108.296,108.907,107.753,108.850,9.063999999999998
06.06.2014 01:30:00.000 GMT+0430,108.854,109.277,108.443,108.744,83.2391
07.06.2014 01:30:00.000 GMT+0430,108.744,108.744,108.744,108.744,0
08.06.2014 01:30:00.000 GMT+0430,108.744,108.744,108.744,108.744,0
09.06.2014 01:30:00.000 GMT+0430,108.553,110.138,108.523,109.847,99.98889999999999
10.06.2014 01:30:00.000 GMT+0430,109.847,110.297,109.084,109.516,156.2094
11.06.2014 01:30:00.000 GMT+0430,109.510,110.207,109.394,110.056,11.303400000000002
12.06.2014 01:30:00.000 GMT+0430,110.051,113.036,109.954,112.997,0.21739999999999998
13.06.2014 01:30:00.000 GMT+0430,112.699,114.027,111.974,112.260,0.263
14.06.2014 01:30:00.000 GMT+0430,112.260,112.260,112.260,112.260,0
15.06.2014 01:30:00.000 GMT+0430,112.260,112.260,112.260,112.260,0
16.06.2014 01:30:00.000 GMT+0430,113.085,113.247,112.314,112.897,0.17290000000000003
17.06.2014 01:30:00.000 GMT+0430,112.891,113.776,112.132,113.446,0.44769999999999993
18.06.2014 01:30:00.000 GMT+0430,113.436,114.887,113.025,114.211,0.35310000000000014
19.06.2014 01:30:00.000 GMT+0430,114.210,115.683,114.081,114.958,241.37610000000004
20.06.2014 01:30:00.000 GMT+0430,114.960,115.072,114.406,114.704,4.6408
21.06.2014 01:30:00.000 GMT+0430,114.704,114.704,114.704,114.704,0
22.06.2014 01:30:00.000 GMT+0430,114.704,114.704,114.704,114.704,0
23.06.2014 01:30:00.000 GMT+0430,114.992,115.618,113.846,114.028,167.75249999999997
24.06.2014 01:30:00.000 GMT+0430,114.023,114.794,113.521,114.231,0.19390000000000002
25.06.2014 01:30:00.000 GMT+0430,114.224,114.466,113.212,114.163,2.2983000000000002
26.06.2014 01:30:00.000 GMT+0430,114.134,114.226,112.982,113.054,158.578
27.06.2014 01:30:00.000 GMT+0430,113.054,113.688,112.874,113.167,212.7981
28.06.2014 01:30:00.000 GMT+0430,113.167,113.167,113.167,113.167,0
29.06.2014 01:30:00.000 GMT+0430,113.167,113.167,113.167,113.167,0
30.06.2014 01:30:00.000 GMT+0430,113.083,113.143,112.143,112.284,77.57509999999999
01.07.2014 01:30:00.000 GMT+0430,112.302,112.798,111.834,112.165,192.48669999999996
02.07.2014 01:30:00.000 GMT+0430,112.164,112.385,110.882,110.944,191.3413
03.07.2014 01:30:00.000 GMT+0430,110.941,111.133,110.502,111.026,242.28730000000002
04.07.2014 01:30:00.000 GMT+0430,111.023,111.257,110.541,110.564,136.45810000000003
05.07.2014 01:30:00.000 GMT+0430,110.564,110.564,110.564,110.564,0
06.07.2014 01:30:00.000 GMT+0430,110.564,110.564,110.564,110.564,0
07.07.2014 01:30:00.000 GMT+0430,110.534,110.898,109.901,110.027,12.729199999999997
08.07.2014 01:30:00.000 GMT+0430,110.027,110.108,108.674,108.861,84.756
09.07.2014 01:30:00.000 GMT+0430,108.875,108.957,108.114,108.142,183.32379999999998
10.07.2014 01:30:00.000 GMT+0430,108.142,108.864,107.735,108.565,230.96320000000006
11.07.2014 01:30:00.000 GMT+0430,108.567,108.705,106.245,106.515,161.5917
12.07.2014 01:30:00.000 GMT+0430,106.515,106.515,106.515,106.515,0
13.07.2014 01:30:00.000 GMT+0430,106.515,106.515,106.515,106.515,0
14.07.2014 01:30:00.000 GMT+0430,106.606,107.477,106.174,106.776,78.25829999999999
15.07.2014 01:30:00.000 GMT+0430,106.774,106.885,104.383,105.508,151.24149999999997
16.07.2014 01:30:00.000 GMT+0430,106.782,107.258,106.090,106.361,39.6698
17.07.2014 01:30:00.000 GMT+0430,107.223,108.484,106.794,108.341,177.22700000000006
18.07.2014 01:30:00.000 GMT+0430,108.346,108.587,106.913,107.095,84.33669999999996
19.07.2014 01:30:00.000 GMT+0430,107.095,107.095,107.095,107.095,0
20.07.2014 01:30:00.000 GMT+0430,107.095,107.095,107.095,107.095,0
21.07.2014 01:30:00.000 GMT+0430,106.940,107.827,106.752,107.726,30.143699999999992
22.07.2014 01:30:00.000 GMT+0430,107.712,108.367,106.994,107.004,120.28430000000002
23.07.2014 01:30:00.000 GMT+0430,107.003,108.188,106.797,108.136,339.5404
24.07.2014 01:30:00.000 GMT+0430,108.138,108.221,106.813,107.174,66.57110000000002
25.07.2014 01:30:00.000 GMT+0430,107.176,108.437,106.713,108.168,209.27120000000002
26.07.2014 01:30:00.000 GMT+0430,108.168,108.168,108.168,108.168,0
27.07.2014 01:30:00.000 GMT+0430,108.168,108.168,108.168,108.168,0
28.07.2014 01:30:00.000 GMT+0430,108.126,108.165,106.995,107.513,167.609
29.07.2014 01:30:00.000 GMT+0430,107.507,108.025,107.116,107.463,154.23399999999998
30.07.2014 01:30:00.000 GMT+0430,107.464,107.837,105.811,105.993,284.7552
31.07.2014 01:30:00.000 GMT+0430,105.991,106.555,105.420,105.476,255.1062
01.08.2014 01:30:00.000 GMT+0430,105.472,105.765,104.362,104.628,7.5535
02.08.2014 01:30:00.000 GMT+0430,104.628,104.628,104.628,104.628,0
03.08.2014 01:30:00.000 GMT+0430,104.628,104.628,104.628,104.628,0
04.08.2014 01:30:00.000 GMT+0430,104.725,105.673,104.490,105.440,0.15569999999999998
05.08.2014 01:30:00.000 GMT+0430,105.427,105.615,104.058,104.835,0.1746
06.08.2014 01:30:00.000 GMT+0430,104.833,105.416,104.531,104.596,0.1668
07.08.2014 01:30:00.000 GMT+0430,104.587,105.896,104.132,105.733,0.15990000000000001
08.08.2014 01:30:00.000 GMT+0430,105.742,106.818,104.643,104.746,0.16790000000000002
09.08.2014 01:30:00.000 GMT+0430,104.746,104.746,104.746,104.746,0
10.08.2014 01:30:00.000 GMT+0430,104.746,104.746,104.746,104.746,0
11.08.2014 01:30:00.000 GMT+0430,104.651,105.397,104.431,104.516,0.126
12.08.2014 01:30:00.000 GMT+0430,104.508,104.566,102.636,102.895,0.1462
13.08.2014 01:30:00.000 GMT+0430,102.898,104.323,102.329,104.156,0.1358
14.08.2014 01:30:00.000 GMT+0430,104.775,105.058,101.894,102.141,8.965399999999999
15.08.2014 01:30:00.000 GMT+0430,102.133,103.705,102.008,103.230,15.846299999999998
16.08.2014 01:30:00.000 GMT+0430,103.230,103.230,103.230,103.230,0
17.08.2014 01:30:00.000 GMT+0430,103.230,103.230,103.230,103.230,0
18.08.2014 01:30:00.000 GMT+0430,103.066,103.066,101.097,101.829,13.736399999999996
19.08.2014 01:30:00.000 GMT+0430,101.829,102.038,101.057,101.557,11.330700000000002
20.08.2014 01:30:00.000 GMT+0430,101.546,102.328,101.404,102.276,6.0364
21.08.2014 01:30:00.000 GMT+0430,102.266,102.760,101.185,102.665,12.020800000000001
22.08.2014 01:30:00.000 GMT+0430,102.697,102.800,101.986,102.159,10.8117
23.08.2014 01:30:00.000 GMT+0430,102.159,102.159,102.159,102.159,0
24.08.2014 01:30:00.000 GMT+0430,102.159,102.159,102.159,102.159,0
25.08.2014 01:30:00.000 GMT+0430,102.058,102.787,101.679,102.666,8.480400000000001
26.08.2014 01:30:00.000 GMT+0430,102.677,103.358,102.337,102.529,11.587400000000002
27.08.2014 01:30:00.000 GMT+0430,102.516,103.037,102.037,102.538,11.621899999999998
28.08.2014 01:30:00.000 GMT+0430,102.544,103.169,102.249,102.448,62.900400000000005
29.08.2014 01:30:00.000 GMT+0430,102.449,103.280,102.424,103.035,179.774
30.08.2014 01:30:00.000 GMT+0430,103.035,103.035,103.035,103.035,0
31.08.2014 01:30:00.000 GMT+0430,103.035,103.035,103.035,103.035,0
01.09.2014 01:30:00.000 GMT+0430,102.989,103.269,102.546,102.598,268.96299999999997
02.09.2014 01:30:00.000 GMT+0430,102.738,102.840,100.158,100.520,458.49800000000005
03.09.2014 01:30:00.000 GMT+0430,100.525,103.110,100.378,102.366,724.6195
04.09.2014 01:30:00.000 GMT+0430,102.359,102.929,101.685,101.805,102.88029999999999
05.09.2014 01:30:00.000 GMT+0430,102.001,102.411,100.342,100.885,6.3224
06.09.2014 01:30:00.000 GMT+0430,100.885,100.885,100.885,100.885,0
