Local time,Open,High,Low,Close,Volume
22.09.2016 00:30:00.000 GMT+0330,47.010,47.800,47.010,47.490,1.3177
23.09.2016 00:30:00.000 GMT+0330,47.350,48.225,45.630,46.050,1.9266999999999999
24.09.2016 00:30:00.000 GMT+0330,46.050,46.050,46.050,46.050,0
25.09.2016 00:30:00.000 GMT+0330,46.050,46.050,46.050,46.050,0
26.09.2016 00:30:00.000 GMT+0330,46.265,47.625,45.715,46.935,0.9348
27.09.2016 00:30:00.000 GMT+0330,47.040,47.250,45.605,46.260,0.8528999999999999
28.09.2016 00:30:00.000 GMT+0330,46.205,48.925,45.700,48.750,1.1211
29.09.2016 00:30:00.000 GMT+0330,48.785,49.775,47.960,49.100,0.8711
30.09.2016 00:30:00.000 GMT+0330,49.745,50.235,48.885,50.005,1.3427999999999998
01.10.2016 00:30:00.000 GMT+0330,50.005,50.005,50.005,50.005,0
02.10.2016 00:30:00.000 GMT+0330,50.005,50.005,50.005,50.005,0
03.10.2016 00:30:00.000 GMT+0330,49.780,51.105,49.735,50.785,1.2020000000000002
04.10.2016 00:30:00.000 GMT+0330,50.815,51.305,50.305,51.235,1.5421999999999998
05.10.2016 00:30:00.000 GMT+0330,51.225,52.065,51.210,51.670,1.2725
06.10.2016 00:30:00.000 GMT+0330,51.700,52.690,51.300,52.615,1.1800000000000002
07.10.2016 00:30:00.000 GMT+0330,52.625,52.810,51.305,51.665,1.4509
08.10.2016 00:30:00.000 GMT+0330,51.665,51.665,51.665,51.665,0
09.10.2016 00:30:00.000 GMT+0330,51.665,51.665,51.665,51.665,0
10.10.2016 00:30:00.000 GMT+0330,51.335,53.705,51.290,52.875,1.3916000000000002
11.10.2016 00:30:00.000 GMT+0330,53.020,53.255,52.090,52.525,1.5261
12.10.2016 00:30:00.000 GMT+0330,52.450,52.835,51.595,51.695,1.2866
13.10.2016 00:30:00.000 GMT+0330,51.565,52.115,50.895,51.940,1.4062999999999999
14.10.2016 00:30:00.000 GMT+0330,51.980,52.520,51.475,51.965,1.3585999999999998
15.10.2016 00:30:00.000 GMT+0330,51.965,51.965,51.965,51.965,0
16.10.2016 00:30:00.000 GMT+0330,51.965,51.965,51.965,51.965,0
17.10.2016 00:30:00.000 GMT+0330,51.765,52.260,51.135,51.610,1.1856000000000002
18.10.2016 00:30:00.000 GMT+0330,51.700,52.095,51.235,52.075,0.9495000000000001
19.10.2016 00:30:00.000 GMT+0330,52.090,53.100,52.065,52.535,0.9746999999999999
20.10.2016 00:30:00.000 GMT+0330,52.595,52.690,51.145,51.365,1.0834
21.10.2016 00:30:00.000 GMT+0330,51.355,51.855,51.100,51.845,1.1706
22.10.2016 00:30:00.000 GMT+0330,51.845,51.845,51.845,51.845,0
23.10.2016 00:30:00.000 GMT+0330,51.845,51.845,51.845,51.845,0
24.10.2016 00:30:00.000 GMT+0330,51.495,51.970,50.475,51.400,1.2406000000000001
25.10.2016 00:30:00.000 GMT+0330,51.405,51.795,50.195,50.220,0.7109
26.10.2016 00:30:00.000 GMT+0330,50.195,50.650,49.620,49.925,0.6648
27.10.2016 00:30:00.000 GMT+0330,49.995,50.860,49.805,50.305,0.518
28.10.2016 00:30:00.000 GMT+0330,50.365,50.545,49.285,49.730,0.2814
29.10.2016 00:30:00.000 GMT+0330,49.730,49.730,49.730,49.730,0
30.10.2016 00:30:00.000 GMT+0330,49.730,49.730,49.730,49.730,0
31.10.2016 00:30:00.000 GMT+0330,50.310,50.735,48.435,48.530,0.3535
01.11.2016 00:30:00.000 GMT+0330,48.765,49.235,47.710,47.910,0.5241
02.11.2016 00:30:00.000 GMT+0330,47.845,47.995,46.465,47.065,0.4287
03.11.2016 00:30:00.000 GMT+0330,47.125,47.485,45.975,46.335,0.3713000000000001
04.11.2016 00:30:00.000 GMT+0330,46.385,46.530,45.065,45.555,0.5415
05.11.2016 00:30:00.000 GMT+0330,45.555,45.555,45.555,45.555,0
06.11.2016 00:30:00.000 GMT+0330,45.555,45.555,45.555,45.555,0
07.11.2016 01:30:00.000 GMT+0330,45.875,46.360,45.365,46.275,0.0936
08.11.2016 01:30:00.000 GMT+0330,46.245,46.655,45.585,45.870,0.4217
09.11.2016 01:30:00.000 GMT+0330,46.045,46.925,44.370,46.505,1.0231999999999999
10.11.2016 01:30:00.000 GMT+0330,46.290,46.895,45.535,45.570,0.6372
11.11.2016 01:30:00.000 GMT+0330,45.715,45.870,44.170,44.590,0.48339999999999994
12.11.2016 01:30:00.000 GMT+0330,44.590,44.590,44.590,44.590,0
13.11.2016 01:30:00.000 GMT+0330,44.590,44.590,44.590,44.590,0
14.11.2016 01:30:00.000 GMT+0330,44.925,44.965,43.555,44.700,0.5636999999999999
15.11.2016 01:30:00.000 GMT+0330,44.695,47.205,44.640,46.925,0.6218
16.11.2016 01:30:00.000 GMT+0330,46.885,47.515,46.225,46.335,0.6832
17.11.2016 01:30:00.000 GMT+0330,46.405,47.585,45.985,46.020,0.6
18.11.2016 01:30:00.000 GMT+0330,46.040,46.955,45.735,46.795,0.6103000000000002
19.11.2016 01:30:00.000 GMT+0330,46.795,46.795,46.795,46.795,0
20.11.2016 01:30:00.000 GMT+0330,46.795,46.795,46.795,46.795,0
21.11.2016 01:30:00.000 GMT+0330,47.335,49.135,47.140,48.990,0.5006999999999999
22.11.2016 01:30:00.000 GMT+0330,49.270,49.935,48.125,48.995,0.6868000000000001
23.11.2016 01:30:00.000 GMT+0330,49.205,49.470,48.540,48.895,0.6502
24.11.2016 01:30:00.000 GMT+0330,49.055,49.185,48.745,48.920,0.1762
25.11.2016 01:30:00.000 GMT+0330,48.940,48.995,46.970,47.070,0.09269999999999999
26.11.2016 01:30:00.000 GMT+0330,47.070,47.070,47.070,47.070,0
27.11.2016 01:30:00.000 GMT+0330,47.070,47.070,47.070,47.070,0
28.11.2016 01:30:00.000 GMT+0330,46.455,48.775,46.445,47.995,0.1417
29.11.2016 01:30:00.000 GMT+0330,48.050,48.075,45.905,46.375,0.1338
30.11.2016 01:30:00.000 GMT+0330,47.385,52.335,47.385,51.385,1.2908999999999997
01.12.2016 01:30:00.000 GMT+0330,51.640,54.500,51.505,53.655,0.8722
02.12.2016 01:30:00.000 GMT+0330,53.855,54.475,52.825,54.395,0.6848000000000002
03.12.2016 01:30:00.000 GMT+0330,54.395,54.395,54.395,54.395,0
04.12.2016 01:30:00.000 GMT+0330,54.395,54.395,54.395,54.395,0
05.12.2016 01:30:00.000 GMT+0330,53.925,55.295,53.745,54.175,0.5827000000000001
06.12.2016 01:30:00.000 GMT+0330,54.450,54.915,53.505,53.915,0.5157999999999999
07.12.2016 01:30:00.000 GMT+0330,53.905,54.205,52.905,52.985,0.5943
08.12.2016 01:30:00.000 GMT+0330,53.135,54.005,52.785,53.915,0.633
09.12.2016 01:30:00.000 GMT+0330,53.960,54.435,53.740,54.250,0.49420000000000003
10.12.2016 01:30:00.000 GMT+0330,54.250,54.250,54.250,54.250,0
11.12.2016 01:30:00.000 GMT+0330,54.250,54.250,54.250,54.250,0
12.12.2016 01:30:00.000 GMT+0330,56.540,57.225,55.105,55.385,0.7064
13.12.2016 01:30:00.000 GMT+0330,55.650,56.415,55.130,55.275,0.5753000000000001
14.12.2016 01:30:00.000 GMT+0330,55.130,55.770,53.550,53.685,0.6574
15.12.2016 01:30:00.000 GMT+0330,53.760,54.465,53.130,54.145,0.5928000000000001
16.12.2016 01:30:00.000 GMT+0330,54.130,55.355,53.695,55.320,0.5172
17.12.2016 01:30:00.000 GMT+0330,55.320,55.320,55.320,55.320,0
18.12.2016 01:30:00.000 GMT+0330,55.320,55.320,55.320,55.320,0
19.12.2016 01:30:00.000 GMT+0330,55.400,55.770,54.665,54.990,0.4346
20.12.2016 01:30:00.000 GMT+0330,54.985,55.895,54.715,55.465,0.4031
21.12.2016 01:30:00.000 GMT+0330,55.535,55.845,54.295,54.505,0.42549999999999993
22.12.2016 01:30:00.000 GMT+0330,54.525,55.210,54.035,54.810,0.4082
23.12.2016 01:30:00.000 GMT+0330,54.785,55.220,54.235,55.015,0.38969999999999994
24.12.2016 01:30:00.000 GMT+0330,55.015,55.015,55.015,55.015,0
25.12.2016 01:30:00.000 GMT+0330,55.015,55.015,55.015,55.015,0
26.12.2016 01:30:00.000 GMT+0330,55.015,55.015,55.015,55.015,0
27.12.2016 01:30:00.000 GMT+0330,55.155,56.235,55.015,56.035,0.35550000000000004
28.12.2016 01:30:00.000 GMT+0330,55.955,56.525,55.860,56.160,0.34969999999999996
29.12.2016 01:30:00.000 GMT+0330,56.690,57.285,56.650,56.815,0.39649999999999996
30.12.2016 01:30:00.000 GMT+0330,56.965,57.175,56.445,56.735,0.3295
31.12.2016 01:30:00.000 GMT+0330,56.735,56.735,56.735,56.735,0
01.01.2017 01:30:00.000 GMT+0330,56.735,56.735,56.735,56.735,0
02.01.2017 01:30:00.000 GMT+0330,56.735,56.735,56.735,56.735,0
03.01.2017 01:30:00.000 GMT+0330,57.025,58.355,55.270,55.595,0.6813
04.01.2017 01:30:00.000 GMT+0330,55.735,56.510,55.315,56.445,0.5771999999999999
05.01.2017 01:30:00.000 GMT+0330,56.315,57.325,56.005,56.875,0.5344
06.01.2017 01:30:00.000 GMT+0330,56.815,57.440,56.275,56.795,0.49450000000000005
07.01.2017 01:30:00.000 GMT+0330,56.795,56.795,56.795,56.795,0
08.01.2017 01:30:00.000 GMT+0330,56.795,56.795,56.795,56.795,0
09.01.2017 01:30:00.000 GMT+0330,56.955,56.975,54.715,54.725,0.20110000000000003
10.01.2017 01:30:00.000 GMT+0330,54.925,55.330,53.555,53.600,0.1528
11.01.2017 01:30:00.000 GMT+0330,53.760,55.645,53.655,55.225,0.6492
12.01.2017 01:30:00.000 GMT+0330,55.135,56.405,54.990,56.025,0.5700999999999999
13.01.2017 01:30:00.000 GMT+0330,55.965,56.175,55.265,55.565,0.5750000000000001
14.01.2017 01:30:00.000 GMT+0330,55.565,55.565,55.565,55.565,0
15.01.2017 01:30:00.000 GMT+0330,55.565,55.565,55.565,55.565,0
16.01.2017 01:30:00.000 GMT+0330,55.525,55.895,55.180,55.665,0.28619999999999995
17.01.2017 01:30:00.000 GMT+0330,55.755,56.915,55.395,55.465,0.53
18.01.2017 01:30:00.000 GMT+0330,55.445,55.865,53.755,54.250,0.5629000000000001
19.01.2017 01:30:00.000 GMT+0330,54.245,54.740,53.890,54.125,0.5808
20.01.2017 01:30:00.000 GMT+0330,54.290,55.776,54.160,55.445,0.4932
21.01.2017 01:30:00.000 GMT+0330,55.445,55.445,55.445,55.445,0
22.01.2017 01:30:00.000 GMT+0330,55.445,55.445,55.445,55.445,0
23.01.2017 01:30:00.000 GMT+0330,55.525,55.595,54.635,55.310,0.4829
24.01.2017 01:30:00.000 GMT+0330,55.365,55.825,55.055,55.175,0.47789999999999994
25.01.2017 01:30:00.000 GMT+0330,55.205,55.625,54.745,55.275,0.6207000000000001
26.01.2017 01:30:00.000 GMT+0330,55.365,56.525,55.185,56.065,0.8555
27.01.2017 01:30:00.000 GMT+0330,56.055,56.455,54.825,55.395,0.7124000000000001
28.01.2017 01:30:00.000 GMT+0330,55.395,55.395,55.395,55.395,0
29.01.2017 01:30:00.000 GMT+0330,55.395,55.395,55.395,55.395,0
30.01.2017 01:30:00.000 GMT+0330,55.265,55.665,54.935,55.190,0.6219
31.01.2017 01:30:00.000 GMT+0330,55.350,56.415,54.965,55.595,0.449
01.02.2017 01:30:00.000 GMT+0330,55.530,56.795,55.335,56.510,0.5351999999999999
02.02.2017 01:30:00.000 GMT+0330,56.460,57.405,56.315,56.665,0.4899000000000001
03.02.2017 01:30:00.000 GMT+0330,56.895,57.265,56.370,56.790,0.5297
04.02.2017 01:30:00.000 GMT+0330,56.790,56.790,56.790,56.790,0
05.02.2017 01:30:00.000 GMT+0330,56.790,56.790,56.790,56.790,0
06.02.2017 01:30:00.000 GMT+0330,56.865,57.105,55.635,55.830,0.4187
07.02.2017 01:30:00.000 GMT+0330,55.880,55.946,54.585,54.605,0.5219999999999999
08.02.2017 01:30:00.000 GMT+0330,54.424,55.655,54.414,55.135,1.0309
09.02.2017 01:30:00.000 GMT+0330,55.255,55.895,55.210,55.690,0.4672
10.02.2017 01:30:00.000 GMT+0330,55.635,56.850,55.575,56.595,0.4254
11.02.2017 01:30:00.000 GMT+0330,56.595,56.595,56.595,56.595,0
12.02.2017 01:30:00.000 GMT+0330,56.595,56.595,56.595,56.595,0
13.02.2017 01:30:00.000 GMT+0330,56.465,56.765,55.405,55.530,0.40790000000000004
14.02.2017 01:30:00.000 GMT+0330,55.675,56.425,55.520,55.770,0.4424
15.02.2017 01:30:00.000 GMT+0330,55.775,56.225,55.545,55.635,0.4556
16.02.2017 01:30:00.000 GMT+0330,55.685,56.215,55.115,55.750,0.4367
17.02.2017 01:30:00.000 GMT+0330,55.695,55.850,55.085,55.705,0.3467
18.02.2017 01:30:00.000 GMT+0330,55.705,55.705,55.705,55.705,0
19.02.2017 01:30:00.000 GMT+0330,55.705,55.705,55.705,55.705,0
20.02.2017 01:30:00.000 GMT+0330,55.795,56.395,55.670,56.110,0.2121
21.02.2017 01:30:00.000 GMT+0330,56.095,57.275,56.075,56.580,0.4053
22.02.2017 01:30:00.000 GMT+0330,56.710,56.975,55.615,56.085,0.5328
23.02.2017 01:30:00.000 GMT+0330,56.165,57.225,56.150,56.440,0.8610000000000002
24.02.2017 01:30:00.000 GMT+0330,56.385,56.640,55.715,56.025,0.5515
25.02.2017 01:30:00.000 GMT+0330,56.025,56.025,56.025,56.025,0
26.02.2017 01:30:00.000 GMT+0330,56.025,56.025,56.025,56.025,0
27.02.2017 01:30:00.000 GMT+0330,55.995,56.715,55.880,55.895,0.5057
28.02.2017 01:30:00.000 GMT+0330,56.480,56.610,55.595,56.490,0.3437
01.03.2017 01:30:00.000 GMT+0330,56.425,57.025,56.215,56.245,0.3752
02.03.2017 01:30:00.000 GMT+0330,56.295,56.415,55.005,55.010,0.38610000000000005
03.03.2017 01:30:00.000 GMT+0330,55.160,55.925,55.060,55.775,0.2834
04.03.2017 01:30:00.000 GMT+0330,55.775,55.775,55.775,55.775,0
05.03.2017 01:30:00.000 GMT+0330,55.775,55.775,55.775,55.775,0
06.03.2017 01:30:00.000 GMT+0330,55.755,56.225,55.305,55.950,0.35629999999999995
07.03.2017 01:30:00.000 GMT+0330,55.895,56.615,55.535,55.555,0.37349999999999994
08.03.2017 01:30:00.000 GMT+0330,55.595,55.745,52.920,53.100,0.4977
09.03.2017 01:30:00.000 GMT+0330,53.385,53.820,51.505,52.435,0.9693999999999999
10.03.2017 01:30:00.000 GMT+0330,52.340,52.985,51.145,51.230,0.6847000000000002
11.03.2017 01:30:00.000 GMT+0330,51.230,51.230,51.230,51.230,0
12.03.2017 01:30:00.000 GMT+0330,51.230,51.230,51.230,51.230,0
13.03.2017 00:30:00.000 GMT+0330,50.995,51.665,50.895,51.395,0.5514
14.03.2017 00:30:00.000 GMT+0330,51.385,51.825,50.235,51.605,0.6759000000000001
15.03.2017 00:30:00.000 GMT+0330,51.585,52.035,51.345,51.910,0.6017
16.03.2017 00:30:00.000 GMT+0330,51.895,52.625,51.485,51.665,0.5034000000000001
17.03.2017 00:30:00.000 GMT+0330,51.670,52.145,51.515,51.725,0.2988
18.03.2017 00:30:00.000 GMT+0330,51.725,51.725,51.725,51.725,0
19.03.2017 00:30:00.000 GMT+0330,51.725,51.725,51.725,51.725,0
20.03.2017 00:30:00.000 GMT+0330,51.350,51.915,50.995,51.625,0.4037
21.03.2017 00:30:00.000 GMT+0330,51.615,52.190,50.725,50.835,0.31700000000000006
22.03.2017 01:30:00.000 GMT+0430,50.825,50.950,49.700,50.725,0.5457000000000001
23.03.2017 01:30:00.000 GMT+0430,50.705,51.065,50.235,50.485,0.3543
24.03.2017 01:30:00.000 GMT+0430,50.475,51.025,50.385,50.985,0.34850000000000003
25.03.2017 01:30:00.000 GMT+0430,50.985,50.985,50.985,50.985,0
26.03.2017 01:30:00.000 GMT+0430,50.985,50.985,50.985,50.985,0
27.03.2017 01:30:00.000 GMT+0430,51.000,51.000,50.005,50.800,1.0944
28.03.2017 01:30:00.000 GMT+0430,50.795,51.845,50.755,51.325,2.7074000000000003
29.03.2017 01:30:00.000 GMT+0430,51.390,52.435,51.315,52.425,2.9420999999999995
30.03.2017 01:30:00.000 GMT+0430,52.345,53.065,52.010,52.865,1.4330999999999998
31.03.2017 01:30:00.000 GMT+0430,52.975,53.735,52.575,53.630,1.8074
01.04.2017 01:30:00.000 GMT+0430,53.630,53.630,53.630,53.630,0
02.04.2017 01:30:00.000 GMT+0430,53.630,53.630,53.630,53.630,0
03.04.2017 01:30:00.000 GMT+0430,53.425,53.690,53.020,53.060,1.7115
04.04.2017 01:30:00.000 GMT+0430,53.160,54.335,52.705,54.160,1.5918000000000003
05.04.2017 01:30:00.000 GMT+0430,54.180,55.055,53.955,54.015,1.7454999999999998
06.04.2017 01:30:00.000 GMT+0430,54.095,54.965,53.990,54.845,1.3356000000000001
07.04.2017 01:30:00.000 GMT+0430,54.805,56.050,54.545,55.220,1.5052
08.04.2017 01:30:00.000 GMT+0430,55.220,55.220,55.220,55.220,0
09.04.2017 01:30:00.000 GMT+0430,55.220,55.220,55.220,55.220,0
10.04.2017 01:30:00.000 GMT+0430,55.355,56.015,55.200,55.995,0.7323000000000001
11.04.2017 01:30:00.000 GMT+0430,55.985,56.260,55.435,56.245,0.7531999999999999
12.04.2017 01:30:00.000 GMT+0430,56.210,56.615,55.455,55.540,1.2562
13.04.2017 01:30:00.000 GMT+0430,55.595,56.035,55.535,55.555,2.169
14.04.2017 01:30:00.000 GMT+0430,55.555,55.555,55.555,55.555,0
15.04.2017 01:30:00.000 GMT+0430,55.555,55.555,55.555,55.555,0
16.04.2017 01:30:00.000 GMT+0430,55.555,55.555,55.555,55.555,0
17.04.2017 01:30:00.000 GMT+0430,55.715,55.940,55.245,55.450,1.858
18.04.2017 01:30:00.000 GMT+0430,55.375,55.450,54.585,54.790,2.7574999999999994
19.04.2017 01:30:00.000 GMT+0430,54.745,55.165,52.555,53.050,3.0356
20.04.2017 01:30:00.000 GMT+0430,53.050,53.510,52.655,52.970,3.46
21.04.2017 01:30:00.000 GMT+0430,52.985,53.275,51.550,51.930,3.6379
22.04.2017 01:30:00.000 GMT+0430,51.930,51.930,51.930,51.930,0
23.04.2017 01:30:00.000 GMT+0430,51.930,51.930,51.930,51.930,0
24.04.2017 01:30:00.000 GMT+0430,52.195,52.545,51.400,51.535,2.8421000000000003
25.04.2017 01:30:00.000 GMT+0430,51.575,52.360,51.275,51.865,2.6656
26.04.2017 01:30:00.000 GMT+0430,51.795,52.420,51.395,51.450,2.6182999999999996
27.04.2017 01:30:00.000 GMT+0430,51.570,51.680,50.435,51.450,0.6187
28.04.2017 01:30:00.000 GMT+0430,51.920,52.565,51.595,51.835,0.6634000000000001
29.04.2017 01:30:00.000 GMT+0430,51.835,51.835,51.835,51.835,0
30.04.2017 01:30:00.000 GMT+0430,51.835,51.835,51.835,51.835,0
01.05.2017 01:30:00.000 GMT+0430,51.885,51.940,51.195,51.390,2.2544
02.05.2017 01:30:00.000 GMT+0430,51.345,52.125,50.135,50.920,4.021400000000001
03.05.2017 01:30:00.000 GMT+0430,50.890,51.105,50.175,50.495,4.316199999999999
04.05.2017 01:30:00.000 GMT+0430,50.560,50.695,48.140,48.365,5.3045
05.05.2017 01:30:00.000 GMT+0430,48.395,49.595,46.610,49.355,6.3469
06.05.2017 01:30:00.000 GMT+0430,49.355,49.355,49.355,49.355,0
07.05.2017 01:30:00.000 GMT+0430,49.355,49.355,49.355,49.355,0
08.05.2017 01:30:00.000 GMT+0430,49.835,49.895,48.455,49.400,6.1725
09.05.2017 01:30:00.000 GMT+0430,49.385,49.695,48.375,48.925,4.6404000000000005
10.05.2017 01:30:00.000 GMT+0430,48.880,50.605,48.790,50.215,5.713899999999999
11.05.2017 01:30:00.000 GMT+0430,50.245,51.125,50.215,50.735,5.0181000000000004
12.05.2017 01:30:00.000 GMT+0430,50.730,51.055,50.310,50.845,4.210500000000001
13.05.2017 01:30:00.000 GMT+0430,50.845,50.845,50.845,50.845,0
14.05.2017 01:30:00.000 GMT+0430,50.845,50.845,50.845,50.845,0
15.05.2017 01:30:00.000 GMT+0430,50.720,52.595,50.705,51.745,5.612699999999999
16.05.2017 01:30:00.000 GMT+0430,51.870,52.325,51.160,51.230,5.3648
17.05.2017 01:30:00.000 GMT+0430,51.145,52.575,51.010,52.060,7.6061
18.05.2017 01:30:00.000 GMT+0430,52.055,52.705,51.085,52.410,15.5514
19.05.2017 01:30:00.000 GMT+0430,52.530,53.705,52.515,53.660,7.563400000000001
20.05.2017 01:30:00.000 GMT+0430,53.660,53.660,53.660,53.660,0
21.05.2017 01:30:00.000 GMT+0430,53.660,53.660,53.660,53.660,0
22.05.2017 01:30:00.000 GMT+0430,53.980,54.345,53.625,53.730,9.873899999999999
23.05.2017 01:30:00.000 GMT+0430,53.805,54.385,53.185,54.155,5.0652
24.05.2017 01:30:00.000 GMT+0430,54.155,54.590,53.655,53.895,6.877600000000001
25.05.2017 01:30:00.000 GMT+0430,54.125,54.625,50.985,51.230,20.5921
26.05.2017 01:30:00.000 GMT+0430,51.415,52.205,50.680,52.205,6.282100000000001
27.05.2017 01:30:00.000 GMT+0430,52.205,52.205,52.205,52.205,0
28.05.2017 01:30:00.000 GMT+0430,52.205,52.205,52.205,52.205,0
29.05.2017 01:30:00.000 GMT+0430,52.245,52.580,51.825,52.255,3.8494999999999995
30.05.2017 01:30:00.000 GMT+0430,52.215,52.325,51.165,51.780,1.1356
31.05.2017 01:30:00.000 GMT+0430,52.175,52.290,50.205,51.005,2.7684
01.06.2017 01:30:00.000 GMT+0430,51.135,51.415,50.205,50.315,6.7577
02.06.2017 01:30:00.000 GMT+0430,50.230,50.485,48.930,50.055,9.362699999999998
03.06.2017 01:30:00.000 GMT+0430,50.055,50.055,50.055,50.055,0
04.06.2017 01:30:00.000 GMT+0430,50.055,50.055,50.055,50.055,0
05.06.2017 01:30:00.000 GMT+0430,49.925,50.705,49.015,49.435,2.8222
06.06.2017 01:30:00.000 GMT+0430,49.565,50.265,48.975,49.925,2.9000999999999997
07.06.2017 01:30:00.000 GMT+0430,49.945,50.110,47.935,48.115,13.125800000000002
08.06.2017 01:30:00.000 GMT+0430,48.225,48.565,47.540,47.900,11.0112
09.06.2017 01:30:00.000 GMT+0430,47.785,48.510,47.405,48.205,8.711200000000002
10.06.2017 01:30:00.000 GMT+0430,48.205,48.205,48.205,48.205,0
11.06.2017 01:30:00.000 GMT+0430,48.205,48.205,48.205,48.205,0
12.06.2017 01:30:00.000 GMT+0430,48.385,49.120,47.975,48.195,13.4335
13.06.2017 01:30:00.000 GMT+0430,48.200,48.790,47.845,48.195,10.5696
14.06.2017 01:30:00.000 GMT+0430,48.150,48.655,46.755,46.925,11.0374
15.06.2017 01:30:00.000 GMT+0430,46.930,47.170,46.680,46.705,5.805500000000001
16.06.2017 01:30:00.000 GMT+0430,46.705,47.575,46.705,47.270,6.742700000000001
17.06.2017 01:30:00.000 GMT+0430,47.270,47.270,47.270,47.270,0
18.06.2017 01:30:00.000 GMT+0430,47.270,47.270,47.270,47.270,0
19.06.2017 01:30:00.000 GMT+0430,47.235,47.725,46.750,46.840,6.976900000000001
20.06.2017 01:30:00.000 GMT+0430,46.965,47.190,45.420,45.765,12.632300000000003
21.06.2017 01:30:00.000 GMT+0430,45.885,46.575,44.335,44.705,12.959599999999998
22.06.2017 01:30:00.000 GMT+0430,44.785,45.755,44.510,45.220,13.5057
23.06.2017 01:30:00.000 GMT+0430,45.230,45.715,45.000,45.635,9.8749
24.06.2017 01:30:00.000 GMT+0430,45.635,45.635,45.635,45.635,0
25.06.2017 01:30:00.000 GMT+0430,45.635,45.635,45.635,45.635,0
26.06.2017 01:30:00.000 GMT+0430,45.770,46.190,45.005,45.935,10.332099999999999
27.06.2017 01:30:00.000 GMT+0430,45.825,47.025,45.765,46.150,4.723699999999999
28.06.2017 01:30:00.000 GMT+0430,46.225,47.440,46.210,47.405,5.5718
29.06.2017 01:30:00.000 GMT+0430,47.335,47.995,47.130,47.360,2.6977
30.06.2017 01:30:00.000 GMT+0430,47.580,48.940,47.580,48.870,1.9380000000000002
01.07.2017 01:30:00.000 GMT+0430,48.870,48.870,48.870,48.870,0
02.07.2017 01:30:00.000 GMT+0430,48.870,48.870,48.870,48.870,0
03.07.2017 01:30:00.000 GMT+0430,48.875,49.675,48.505,49.605,11.0877
04.07.2017 01:30:00.000 GMT+0430,49.605,49.870,49.260,49.595,7.631600000000001
05.07.2017 01:30:00.000 GMT+0430,49.645,49.795,47.475,48.220,24.6605
06.07.2017 01:30:00.000 GMT+0430,48.235,49.145,47.755,47.835,21.7319
07.07.2017 01:30:00.000 GMT+0430,47.735,47.735,46.255,46.730,16.9792
08.07.2017 01:30:00.000 GMT+0430,46.730,46.730,46.730,46.730,0
09.07.2017 01:30:00.000 GMT+0430,46.730,46.730,46.730,46.730,0
10.07.2017 01:30:00.000 GMT+0430,46.975,47.345,46.085,47.000,12.6543
11.07.2017 01:30:00.000 GMT+0430,47.000,48.180,46.320,48.160,13.444399999999998
12.07.2017 01:30:00.000 GMT+0430,48.150,48.725,47.325,47.660,18.2622
13.07.2017 01:30:00.000 GMT+0430,47.610,48.500,47.145,48.390,13.2039
14.07.2017 01:30:00.000 GMT+0430,48.335,49.025,48.125,49.000,12.982199999999999
15.07.2017 01:30:00.000 GMT+0430,49.000,49.000,49.000,49.000,0
16.07.2017 01:30:00.000 GMT+0430,49.000,49.000,49.000,49.000,0
17.07.2017 01:30:00.000 GMT+0430,48.965,49.225,48.265,48.330,13.615900000000003
18.07.2017 01:30:00.000 GMT+0430,48.415,49.385,48.205,48.675,17.469
19.07.2017 01:30:00.000 GMT+0430,48.625,49.775,48.545,49.605,17.336000000000002
20.07.2017 01:30:00.000 GMT+0430,49.605,50.160,49.165,49.290,6.5976
21.07.2017 01:30:00.000 GMT+0430,49.285,49.615,47.785,47.890,6.5779
22.07.2017 01:30:00.000 GMT+0430,47.890,47.890,47.890,47.890,0
23.07.2017 01:30:00.000 GMT+0430,47.890,47.890,47.890,47.890,0
24.07.2017 01:30:00.000 GMT+0430,47.985,48.735,47.655,48.685,10.600500000000002
25.07.2017 01:30:00.000 GMT+0430,48.680,50.885,48.575,50.775,16.535400000000003
26.07.2017 01:30:00.000 GMT+0430,50.595,51.015,50.055,50.855,23.721199999999996
27.07.2017 01:30:00.000 GMT+0430,50.855,51.605,50.475,51.570,18.995099999999997
28.07.2017 01:30:00.000 GMT+0430,51.540,52.635,51.280,52.505,1.8664
29.07.2017 01:30:00.000 GMT+0430,52.505,52.505,52.505,52.505,0
30.07.2017 01:30:00.000 GMT+0430,52.505,52.505,52.505,52.505,0
31.07.2017 01:30:00.000 GMT+0430,52.385,52.870,51.755,52.650,3.8511999999999995
01.08.2017 01:30:00.000 GMT+0430,52.635,52.900,50.855,51.405,19.23
02.08.2017 01:30:00.000 GMT+0430,51.415,52.395,51.155,52.315,18.732299999999995
03.08.2017 01:30:00.000 GMT+0430,52.200,52.855,51.735,51.890,18.7033
04.08.2017 01:30:00.000 GMT+0430,51.990,52.495,51.415,52.370,15.586299999999998
05.08.2017 01:30:00.000 GMT+0430,52.370,52.370,52.370,52.370,0
06.08.2017 01:30:00.000 GMT+0430,52.370,52.370,52.370,52.370,0
07.08.2017 01:30:00.000 GMT+0430,52.365,52.495,51.345,52.220,16.5393
08.08.2017 01:30:00.000 GMT+0430,52.215,52.705,51.805,51.845,16.3541
09.08.2017 01:30:00.000 GMT+0430,51.960,52.805,51.775,52.785,12.7691
