date,Close gas
18/05/2015,3.0174
19/05/2015,2.9553
20/05/2015,2.9305
21/05/2015,2.9616
22/05/2015,2.8808
23/05/2015,2.8808
24/05/2015,2.8808
25/05/2015,2.8355
26/05/2015,2.8233
27/05/2015,2.8357
28/05/2015,2.7083
29/05/2015,2.6388
30/05/2015,2.6388
31/05/2015,2.6388
1/6/2015,2.6464
2/6/2015,2.7005
3/6/2015,2.6334
4/6/2015,2.6262
5/6/2015,2.5883
6/6/2015,2.5883
7/6/2015,2.5883
8/6/2015,2.702
9/6/2015,2.8204
10/6/2015,2.909
11/6/2015,2.812
12/6/2015,2.7527
13/06/2015,2.7527
14/06/2015,2.7527
15/06/2015,2.9028
16/06/2015,2.8992
17/06/2015,2.844
18/06/2015,2.7805
19/06/2015,2.8106
20/06/2015,2.8106
21/06/2015,2.8106
22/06/2015,2.7285
23/06/2015,2.7225
24/06/2015,2.7608
25/06/2015,2.8398
26/06/2015,2.7667
27/06/2015,2.7667
28/06/2015,2.7667
29/06/2015,2.7966
30/06/2015,2.8193
1/7/2015,2.7914
2/7/2015,2.8286
3/7/2015,2.7681
4/7/2015,2.7681
5/7/2015,2.7681
6/7/2015,2.752
7/7/2015,2.7203
8/7/2015,2.6801
9/7/2015,2.7311
10/7/2015,2.7674
11/7/2015,2.7674
12/7/2015,2.7674
13/07/2015,2.8645
14/07/2015,2.8384
15/07/2015,2.9175
16/07/2015,2.8578
17/07/2015,2.875
18/07/2015,2.875
19/07/2015,2.875
20/07/2015,2.8253
21/07/2015,2.8798
22/07/2015,2.8856
23/07/2015,2.8036
24/07/2015,2.7765
25/07/2015,2.7765
26/07/2015,2.7765
27/07/2015,2.7902
28/07/2015,2.8307
29/07/2015,2.8512
30/07/2015,2.7759
31/07/2015,2.7111
1/8/2015,2.7111
2/8/2015,2.7111
3/8/2015,2.7465
4/8/2015,2.8111
5/8/2015,2.7778
6/8/2015,2.8007
7/8/2015,2.7846
8/8/2015,2.7846
9/8/2015,2.7846
10/8/2015,2.8336
11/8/2015,2.8505
12/8/2015,2.9202
13/08/2015,2.8004
14/08/2015,2.8027
15/08/2015,2.8027
16/08/2015,2.8027
17/08/2015,2.725
18/08/2015,2.7097
19/08/2015,2.7013
20/08/2015,2.7528
21/08/2015,2.6786
22/08/2015,2.6786
23/08/2015,2.6786
24/08/2015,2.6574
25/08/2015,2.679
26/08/2015,2.6716
27/08/2015,2.6679
28/08/2015,2.7135
29/08/2015,2.7135
30/08/2015,2.7135
31/08/2015,2.6805
1/9/2015,2.6805
2/9/2015,2.6318
3/9/2015,2.7059
4/9/2015,2.6498
5/9/2015,2.6498
6/9/2015,2.6498
7/9/2015,2.6453
8/9/2015,2.69
9/9/2015,2.6561
10/9/2015,2.6707
11/9/2015,2.6867
12/9/2015,2.6867
13/09/2015,2.6867
14/09/2015,2.7593
15/09/2015,2.7284
16/09/2015,2.6616
17/09/2015,2.6368
18/09/2015,2.5998
19/09/2015,2.5998
20/09/2015,2.5998
21/09/2015,2.5682
22/09/2015,2.572
23/09/2015,2.5637
24/09/2015,2.5783
25/09/2015,2.5561
26/09/2015,2.5561
27/09/2015,2.5561
28/09/2015,2.6637
29/09/2015,2.58
30/09/2015,2.5167
1/10/2015,2.4261
2/10/2015,2.4584
3/10/2015,2.4584
4/10/2015,2.4584
5/10/2015,2.4509
6/10/2015,2.4704
7/10/2015,2.4678
8/10/2015,2.481
9/10/2015,2.5126
10/10/2015,2.5126
11/10/2015,2.5126
12/10/2015,2.5371
13/10/2015,2.4901
14/10/2015,2.5315
15/10/2015,2.4469
16/10/2015,2.4192
17/10/2015,2.4192
18/10/2015,2.4192
